platform,text,user_id,total_interactions_count,statistics,username,user_description,created_at,profile_url,post_url,media_url
facebook,"𝐎𝐂𝐓𝐎𝐁𝐄𝐑 𝟎𝟔 || 𝟑𝐑𝐃 𝐃𝐀𝐘 𝐎𝐅 𝐓𝐑𝐈𝐃𝐔𝐔𝐌 𝐈𝐍 𝐇𝐎𝐍𝐎𝐑 𝐎𝐅 𝐎𝐔𝐑 𝐋𝐀𝐃𝐘 𝐎𝐅 𝐓𝐇𝐄 𝐌𝐎𝐒𝐓 𝐇𝐎𝐋𝐘 𝐑𝐎𝐒𝐀𝐑𝐘 O Queen of the Most Holy Rosary, in these times of such brazen impiety, manifest your power with the signs of your ancient victories. From your throne where you dispense pardon and grace, mercifully regard the Church of your Son, His Vicar on Earth, and every order of clergy, religious, and laity, who are oppressed in this mighty conflict. You who are powerful, the vanquisher of all heresies, hasten the hour of mercy, even though the hour of God’s justice is every day provoked by the countless sins of men, the sons and daughters of Adam. Obtain for me, the least of men, kneeling before thee in supplication, the grace I need to live righteously upon earth, in order to be numbered among the just in heaven. In the company of all faithful Christians throughout the world, I salute you and acclaim you as Queen of the Most Holy Rosary. Amen. 𝐐𝐮𝐞𝐞𝐧 𝐨𝐟 𝐭𝐡𝐞 𝐌𝐨𝐬𝐭 𝐇𝐨𝐥𝐲 𝐑𝐨𝐬𝐚𝐫𝐲, 𝐩𝐫𝐚𝐲 𝐟𝐨𝐫 𝐮𝐬! #VivaLaVirgen #BangonPandacan",,293,"{'like_count': 105, 'comment_count': 42, 'num_users': 85048}",Sto. Niño de Pandacan Parish,,2023-10-06 00:00:53,https://scontent-sea1-1.xx.fbcdn.net/v/t39.30808-1/399430955_667416318809523_1763824772222490349_n.jpg?stp=cp0_dst-jpg_p50x50&_nc_cat=103&ccb=1-7&_nc_sid=5f2048&_nc_ohc=2k4q8B2dwb8AX9GxnK7&_nc_ht=scontent-sea1-1.xx&oh=00_AfDjzjMxnxqlCDVjWPX-pCbZZuCElXOA82XYQ5AYDTQCsg&oe=655AADF3,https://www.facebook.com/100066234835972/posts/649561940594961,https://scontent-sea1-1.xx.fbcdn.net/v/t39.30808-6/386556769_648428300708325_8467578305184902100_n.jpg?stp=dst-jpg_p720x720&_nc_cat=110&ccb=1-7&_nc_sid=5614bc&_nc_ohc=z9loOkLFCuoAX9vVPVL&_nc_ht=scontent-sea1-1.xx&oh=00_AfC6iczr2jXNI7jJyArKeEjOVBOF8ywXxxnLUaxK9-Lkcw&oe=65240182
facebook,"Killing as a means of surviving, @T&T HARD CORE News More money for Carnival than for the Communities. The reason for murders, is well known and has been well documented over the years. Lack of food, water, shelter, education and even distribution of the country's wealth, will bring out the animalistic instincts in humans to kill to survive. In Trinidad, the killers are still those in survival mode, this can escalate into an enterprise. But we are about to spend 12 million dollars on Carnival in Tobego and more so in Trinidad , as residence are scrambling for food to eat, this tell us a lot about humans. Despite the thin decorative covering of civilization that envelops man, retains deep-seated animalistic instincts that can drive him to kill in order to survive. These primal urges, rooted in our evolutionary history, have been ingrained in our genetic makeup for millions of years and can surface in the most extreme circumstances, revealing the raw, survival-driven nature that lurks beneath the surface of all of us. 1. Fight or Flight Response: The most fundamental of these instincts is the ""fight or flight"" response. When faced with a life-threatening situation, the body's autonomic nervous system triggers a cascade of physiological changes that prepare us to either confront the threat or flee from it. In situations where escape is not an option, the instinct to fight to the death may take over. 2. Hunting and Gathering Instincts: Throughout human history, our ancestors were hunter-gatherers, relying on their ability to hunt animals and gather edible plants for sustenance. This hunting instinct, deeply ingrained in our DNA, still exists within us, and in dire situations, it can drive individuals to kill other creatures, including other humans, in search of food, money or valuables. 3. Territoriality and Resource Competition: Many animals are territorial and fiercely defend their territory and resources against intruders. In human societies, this instinct has evolved into a drive to protect one's home, family, and possessions. In extreme situations where resources are scarce or in high demand, individuals may resort to violence to secure what they need for themselves and their loved ones. 4. Social Hierarchies and Dominance: Just as in many animal species, humans have hierarchical structures within their societies. The desire for dominance and status can lead to conflicts and aggression. In some cases, individuals may resort to killing rivals or challengers in order to maintain or enhance their position in the social hierarchy. Some believe the poor in society has its place, which is to do the hard and dirty work, cleaning roads and garbage collecting. 5. Group Dynamics and Survival: Humans are inherently social creatures, and our survival instincts extend to the protection of our social groups. In situations of perceived threat or conflict, individuals may feel compelled to eliminate perceived enemies or threats to the group's survival, even if it means taking another person's life. 6. Desperation and Fear: When pushed to the brink of survival, individuals can experience extreme fear and desperation. These emotions can override moral and ethical considerations, leading people to commit acts of violence that they might otherwise find abhorrent. 7. Psychological Factors: In some cases, mental health issues or psychological trauma can amplify these instincts. Individuals suffering from severe psychological distress may be more prone to acts of violence as they grapple with their inner turmoil. It is essential to emphasize that while these instincts are deeply rooted in our biology, human society has developed complex systems of laws, norms, and ethics to temper and control them. Most people live their lives without resorting to violence to survive, relying instead on cooperation, empathy, and the rule of law. However, understanding the existence of these instincts can shed light on the potential for violence in extreme circumstances, and it underscores the importance of nurturing a society that promotes peaceful coexistence and conflict resolution. HCN NEWS",,293,"{'like_count': 98, 'comment_count': 63, 'num_users': 145154}",T&T HARD CORE News,,2023-10-06 20:35:24,https://scontent-sea1-1.xx.fbcdn.net/v/t39.30808-1/337519126_3492698017640977_8393933754036816474_n.jpg?stp=cp0_dst-jpg_p50x50&_nc_cat=103&ccb=1-7&_nc_sid=5f2048&_nc_ohc=ZXdZZFqTU5QAX9Lnk0C&_nc_ht=scontent-sea1-1.xx&oh=00_AfDKuTZwCZvnm2VbRQoxTm-TXPRcVtJuXskxvI2MX5Izlg&oe=655AAD37,https://www.facebook.com/100069779064046/posts/628708229465140,https://scontent-sea1-1.xx.fbcdn.net/v/t15.5256-10/370115405_1359313738355338_6724817207819548249_n.jpg?_nc_cat=102&ccb=1-7&_nc_sid=1a7029&_nc_ohc=4HsLw2fuT1oAX9-Zm5g&_nc_ht=scontent-sea1-1.xx&oh=00_AfBJww_bKyPXGoRXXmL97a9iXeMAab9sCogY3uofQZ38uw&oe=65517758
facebook,The Rock vs Vin Diesel fight,,290,"{'like_count': 247, 'comment_count': 22, 'num_users': 42548}",Hollywood secrets,,2023-10-06 17:09:19,https://scontent-sea1-1.xx.fbcdn.net/v/t39.30808-1/371770912_122106408770020782_6930261781249096407_n.jpg?stp=c17.0.50.50a_cp0_dst-jpg_p50x50&_nc_cat=110&ccb=1-7&_nc_sid=5f2048&_nc_ohc=fz3tqUgDGTMAX-nPxad&_nc_ht=scontent-sea1-1.xx&oh=00_AfBHLWj7MFoT4UoE2K7qWMsWqeVtSM-vgElD8RCze3ndcw&oe=6559D488,https://www.facebook.com/61550623480492/posts/122127389654020782,https://scontent-sea1-1.xx.fbcdn.net/v/t39.30808-6/385010792_122127389552020782_3275706513111298945_n.jpg?stp=dst-jpg_p720x720&_nc_cat=107&ccb=1-7&_nc_sid=49d041&_nc_ohc=P2ZwKbpa3acAX-Nk_Tl&_nc_ht=scontent-sea1-1.xx&oh=00_AfBcB3Re7BSi0b59JxasUQjt264CxSYvqVijQfaXxZZsyA&oe=6525B21C
facebook,"""But sometimes my child just has to get with the program!"" Who's program are we talking about here? Externally imposed structures are usually designed without neurodivergence in mind, and directly conflict with the structures neurodivergent need to regulate themselves. As parents and caregivers, you are in the difficult position of being responsible for putting in structures to help your autistic child thrive. It can be a big change in thinking to realise that the structures, routines and rituals neurodivergent people put in place may actually be serving a helpful purpose. Many people instinctively see these as being bad or symptoms of disorder so then try to train the person out of it or discipline them for doing this. This is quite harmful to neurodivergent people. Instead of imposing rigid rules that take away your child's coping strategies, it is better to work collaboratively to first understand why neurodivergent people are doing what they are doing, and then working with them to develop structures that best support their growth and ability to thrive.",,284,"{'like_count': 154, 'comment_count': 24, 'num_users': 241566}",Dr Justin Coulson's Happy Families,,2023-10-06 06:03:23,https://scontent-sea1-1.xx.fbcdn.net/v/t39.30808-1/249902758_445572886925201_6694593989609708378_n.jpg?stp=cp0_dst-jpg_p50x50&_nc_cat=111&ccb=1-7&_nc_sid=5f2048&_nc_ohc=9GyF0rE_eAQAX92emuL&_nc_ht=scontent-sea1-1.xx&oh=00_AfAKa04G-_R9keMGO0gjmwZizJ4puwuKYEXV4wU0_vPsSg&oe=655B8410,https://www.facebook.com/100044174812567/posts/885662396249579,https://scontent-sea1-1.xx.fbcdn.net/v/t39.30808-6/385090386_885660909583061_2772770197909002706_n.jpg?stp=dst-jpg_p720x720&_nc_cat=107&ccb=1-7&_nc_sid=5f2048&_nc_ohc=YPqVvySZN_kAX_Y9JhT&_nc_ht=scontent-sea1-1.xx&oh=00_AfC_9UioZtnWH-_Wtr7cw2Y-_22Ao8PEVx5vicrbkX4VwA&oe=655989B9
facebook,"INTEGRITY - TRUST - HOPE Shalom House is a working rehabilitation centre. The residents apply life-changing skills that are taught in our program. There is a purpose to all that we do and we identify through day to day working life the root cause of our residents problems. Once identified we disciple them to build character traits to deal with these problems. As they are dealt with the residents feel lighter and more confident, happy and able to manage conflict. These character traits include trust, integrity, patience, humility and faith. Most importantly we make sure to have fun along the way and enjoy the hope of full rehabilitation as they continue to change! Here at the Shalom, we focus on making Men! Author: a Resident. Shalom House is, “Leading the way in Australia in Holistic Rehabilitation”",,278,"{'like_count': 204, 'comment_count': 9, 'num_users': 54258}",Shalom House Perth WA,,2023-10-06 12:07:58,https://scontent-sea1-1.xx.fbcdn.net/v/t39.30808-1/311737280_439857834939600_4841197437625654075_n.jpg?stp=cp0_dst-jpg_p50x50&_nc_cat=111&ccb=1-7&_nc_sid=5f2048&_nc_ohc=JMa4pY7C_qgAX_RsfTa&_nc_ht=scontent-sea1-1.xx&oh=00_AfAMYxiz1itROGp5vWGslx746A4GkNFYHZaILABtjIWRQw&oe=6559E585,https://www.facebook.com/100067461611014/posts/649847727273942,https://scontent-sea1-1.xx.fbcdn.net/v/t39.30808-6/385278364_649848187273896_4335709320178926554_n.jpg?stp=cp1_dst-jpg_p720x720&_nc_cat=110&ccb=1-7&_nc_sid=5f2048&_nc_ohc=6HZ4JiDVSh4AX9l7d0c&_nc_ht=scontent-sea1-1.xx&oh=00_AfBhTEypd6JnBgz_zwrh28NIsgf3pGqwZ130N7js1wNetg&oe=655958D4
facebook,"Unfortunately, many of us grew up with very poor conflict resolution skills. As a woman I was taught that if I brought up something I disagree with, it's complaining. I was taught that women who bring up difficult conversations are contentious nags. Because of this, our family grew very good at sweeping things under the rug. The thing about rugs is that there's only so much space there. Eventually a reckoning is coming.",,272,"{'like_count': 165, 'comment_count': 19, 'num_users': 23601}",Ezer Rising,,2023-10-06 21:00:03,https://scontent-sea1-1.xx.fbcdn.net/v/t39.30808-1/301949249_1761003874245543_5879296023324929446_n.jpg?stp=cp0_dst-jpg_p50x50&_nc_cat=109&ccb=1-7&_nc_sid=5f2048&_nc_ohc=5hQyw31E9UwAX8pfMwz&_nc_ht=scontent-sea1-1.xx&oh=00_AfDJqjK-P_55rodSkZosiHbeTtaPQycjhoPRBbLlLJ888g&oe=655B8832,https://www.facebook.com/100064429523095/posts/717029480454696,https://scontent-sea1-1.xx.fbcdn.net/v/t39.30808-6/385810193_716331870524457_6379555638899704460_n.jpg?stp=dst-jpg_p720x720&_nc_cat=100&ccb=1-7&_nc_sid=5f2048&_nc_ohc=U-c8ndxQyCIAX8dj_hR&_nc_oc=AQkpYj6kOOkEF2gbaio1r54vj265LzkNyq58Nx4Wl7h1g6j0EUFJTvNEQOqWI2fYe4s&_nc_ht=scontent-sea1-1.xx&oh=00_AfCmRo8rky6w-8-Q7IWkowZ0qpi9wCHsj_vUAUkyDgRZcg&oe=65568D9B
facebook,"‘Occasionally we share a glimmer of mutual acknowledgement [with wild animals] and I believe it’s a feeling that can have transformative power.’ 🦊 Using photography to showcase human-animal relationships and conflict, Michał Siarek is this week’s #WPY59 Instagram guest. Dive into this week’s posts: https://bit.ly/WPY-Instagram:=:https://www.instagram.com/nhm_wpy/",,272,"{'like_count': 203, 'comment_count': 0, 'num_users': 174585}",Wildlife Photographer of the Year,,2023-10-06 13:00:16,https://scontent-sea1-1.xx.fbcdn.net/v/t39.30808-1/369723142_851017249714667_7111240688904591390_n.jpg?stp=c21.0.50.50a_cp0_dst-jpg_p50x50&_nc_cat=105&ccb=1-7&_nc_sid=5f2048&_nc_ohc=09wrdPsFRzsAX8kDq1D&_nc_ht=scontent-sea1-1.xx&oh=00_AfBlk3jY-cxItwDJGQuLOiHJ96kgqQr7wwyMq_JDV3-PuQ&oe=655AA401,https://www.facebook.com/100044192001387/posts/870079397808452,https://scontent-sea1-1.xx.fbcdn.net/v/t39.30808-6/384242056_870079307808461_5899332005537088139_n.jpg?stp=dst-jpg_p720x720&_nc_cat=106&ccb=1-7&_nc_sid=5f2048&_nc_ohc=3A4Z-sIN04AAX8JymPw&_nc_ht=scontent-sea1-1.xx&oh=00_AfDEJvnpuyLvlTgy8w27dJK_065ZIh6KrQ4X4OKssSIPvw&oe=6559644F
facebook,"“Search your feelings, father. You can’t do this. I feel the conflict with you. Let go of your hate” via: @spdrmnkyxxiii #Ahsoka #Anakin",,271,"{'like_count': 165, 'comment_count': 8, 'num_users': 232134}",New Rockstars,,2023-10-06 18:36:53,https://scontent-sea1-1.xx.fbcdn.net/v/t39.30808-1/341790829_190848277084560_7412460747269238126_n.jpg?stp=cp0_dst-jpg_p50x50&_nc_cat=1&ccb=1-7&_nc_sid=5f2048&_nc_ohc=xM6OZg6eWDYAX94INvO&_nc_ht=scontent-sea1-1.xx&oh=00_AfCXX-oBKh1MbhZ_qfIQDxxlDvsvWrfP-2d3SceYy1ZF6w&oe=655B5884,https://www.facebook.com/100063633907360/posts/809442801186843,https://scontent-sea1-1.xx.fbcdn.net/v/t39.30808-6/385777458_809442697853520_3684273674522531700_n.jpg?stp=cp1_dst-jpg_p720x720&_nc_cat=107&ccb=1-7&_nc_sid=5f2048&_nc_ohc=lF_0kcXGLKYAX-_A6hy&_nc_ht=scontent-sea1-1.xx&oh=00_AfB_I_OxBj_VGwnGV9J2Kg7KUI704MQzQNFKMRUl09i3-w&oe=6548B0D1
facebook,"CHIDP | Political Science | Video: 1 Title: War and Human Nature - An Evolutionary Perspective. In this video, the presenter delves into the origins of humans and their connection to conflict, referencing various philosophers. The perspective presented challenges our comprehension of war and its role in the human experience by illuminating the biological traits acquired by humans through evolution that have influenced their propensity for conflict. #HopeNotLost #CHIDP #StudentsRightsConvention #KPJamiat #22November #UniversityOfPeshawar",,271,"{'like_count': 114, 'comment_count': 51, 'num_users': 76918}",Campus Jamiat Peshawar (OFFICIAL),,2023-10-06 15:28:52,https://scontent-sea1-1.xx.fbcdn.net/v/t39.30808-1/398307623_729675839198414_8205604003671306348_n.jpg?stp=cp0_dst-jpg_p50x50&_nc_cat=103&ccb=1-7&_nc_sid=5f2048&_nc_ohc=KOQTlPEYx-EAX88ReWS&_nc_ht=scontent-sea1-1.xx&oh=00_AfBfxo4CKpTyaW37IctYTCqzqiyCca_KejzICFqgYQSPzg&oe=655A7FC7,https://www.facebook.com/100064680129802/posts/712235124275819,https://scontent-sea1-1.xx.fbcdn.net/v/t15.5256-10/381082533_1709971779494190_3919145702210981192_n.jpg?_nc_cat=100&ccb=1-7&_nc_sid=1a7029&_nc_ohc=euGOc8JexgkAX9_UDIT&_nc_ht=scontent-sea1-1.xx&oh=00_AfD6dCSD6Suv3zCrXky1ztOjEBRoTiVLTlHmxp_xVAzIzQ&oe=65531FDF
facebook,"In honor of the passing of Yogi, John Ball Zoo is hosting a ""Teddy Bear"" drive to donate to our big blue building. If you're interested in contributing, details are below: Dates: October 5 through October 19 Drop off location: John Ball Zoo Guest Services office, 10am – 4pm, daily. Requirements: All stuffed animal donations must be new with tags still attached.",,270,"{'like_count': 69, 'comment_count': 10, 'num_users': 94046}",Helen DeVos Children's Hospital,,2023-10-06 15:22:05,https://scontent-sea1-1.xx.fbcdn.net/v/t39.30808-1/396709028_730561285767729_2333716315696947443_n.jpg?stp=cp0_dst-jpg_p50x50&_nc_cat=110&ccb=1-7&_nc_sid=5f2048&_nc_ohc=-Cq5NUheJB4AX93DB0_&_nc_ht=scontent-sea1-1.xx&oh=00_AfAQggSC-pAhfuMnd3WZQUWt-ZgKfcuYEoJsHFCO4P9VGQ&oe=655AA97C,https://www.facebook.com/100064415935306/posts/715018723988652,https://scontent-sea1-1.xx.fbcdn.net/v/t39.30808-6/386717745_702934985210895_5118483710315167488_n.jpg?stp=dst-jpg_p720x720&_nc_cat=111&ccb=1-7&_nc_sid=5f2048&_nc_ohc=NAJIxJW4YcAAX-GDryX&_nc_ht=scontent-sea1-1.xx&oh=00_AfB3vCDXvvRzPxohvxQdkn4H2u5xYryVXKG3IGx5XCHM-A&oe=655B8F1D
facebook,"Why is the FEAST of the OUR LADY OF THE ROSARY, on every October 7th? 
..... The story of the  VICTORY OF OUR LADY OF THE ROSARY at the Battle of Lepanto, on OCTOBER  7, 1571.

IN TIMES OF ACUTE DANGER AND HARDSHIP, WE MUST ALWAYS FLY INTO THE ARMS OF THE MOST POWERFUL MOTHER OF GOD AND TURN TO THE RECITATION OF HER HOLY ROSARY. The Battle of Lepanto is a great lesson of confidence for us today. 

When Saint Pius V became Pope, Christendom faced the perils perhaps unequaled in its history of continual conflict with the violent followers of Mohammed. All the information and intelligence that Pope Pius V had been gathering indicated that the Ottoman juggernaut was about to roll across the Mediterranean and adjacent lands, spearheaded by the Turkish fleet, with Italy and Rome as one of its target. (The Ottoman Empire is also historically known in Western Europe as the Turkish Empire)

Only Spain and Venice had the resources to resist, and they hated each other along with deep mistrust. Yet Saint Pius — calling down divine grace as only a man of prayer could — forged an alliance with them as the core of an organized fleet of over 200 galleys. With his considerable tact and diplomatic skills, he not only kept them unified, but he convinced them to attack the enveloping menace.

The Archbishop of Mexico had an exact copy of the HOLY IMAGE OF THE LADY OF GUADALUPE sent to King Philip II, who in turn gave it to Andrea Doria, one of the three principal admirals of the fleet, who placed it in his cabin. When the Armada went from file to line abreast and attacked on the morning of OCTOBER 7, 1571 the blue standard of OUR LADY OF GUADALUPE was also flying from the masthead of Don Juan’s flagship. 

Pope Pius V, a Dominican prelate before becoming a Pope, did what Catholics have always done in times of acute danger: FLY INTO THE ARMS OF THE MOST POWERFUL MOTHER OF GOD. As a follower of Saint Dominic, HE KNEW THE MOST EFFECTIVE MEANS OF IMPLORING HER HELP WAS THROUGH THE RECITATION OF THE HOLY ROSARY. He ordered all monasteries and convents in Rome to increase their prayers for the impending battle and organized ROSARY PROCESSIONS in which he, as sick as he was, participated. OUR LADY’S PRESENCE THAT DAY WAS MORE ACUTELY FELT THROUGH THE HOLY ROSARY.

As the Christian fleet sailed toward the great clash, MASS WAS CELEBRATED AND THE ROSARY RECITED DAILY ON EACH VESSEL….. THIS HEARTFELT REQUEST FOR DIVINE ASSISTANCE RESULTED IN A CRUSHING DEFEAT OF THE OTTOMANS AT LEPANTO THAT ENDED THEIR DOMINANCE AND CRUELTY IN THE MEDITERRANEAN. OCTOBER 7, 1571, WAS THE VICTORY OF OUR LADY OF THE MOST HOLY ROSARY, EVEN IF THE CHRISTIAN FLEET WAS GREATLY OUTNUMBERED BY THE OTTOMAN FLEET.

TO CELEBRATE OUR LADY’S INTERCESSION AND VICTORY, THE CHURCH HAS DESIGNATED OCTOBER 7 AS THE FEAST OF OUR LADY OF THE MOST HOLY ROSARY. Similar acknowledgement to the Blessed Virgin’s intercession through the Rosary were made when John Sobieski forced the Turks to lift the Siege of Vienna in 1683 and after the victory of Prince Eugene of Savoy at Temesvar in his successful campaign to remove the Ottomans from Europe in the next century.",,268,"{'like_count': 106, 'comment_count': 40, 'num_users': 1312022}",💓 God's Love 💓,,2023-10-06 15:40:31,https://scontent-sea1-1.xx.fbcdn.net/v/t39.30808-6/299036861_3319226645066167_5373952877122071821_n.jpg?stp=c0.6.50.50a_cp0_dst-jpg_p50x50&_nc_cat=101&ccb=1-7&_nc_sid=5f2048&_nc_ohc=Kf3hKLeWbSMAX8EAaSg&_nc_ht=scontent-sea1-1.xx&oh=00_AfCyslBOmDF2fGtVzGH-XiIP5FFf8XcHGlVA5qwZa1FXYw&oe=655B4ADA,https://www.facebook.com/groups/1072233246139506/permalink/7501278776568222,https://scontent-sea1-1.xx.fbcdn.net/v/t39.30808-6/386786913_6622074261203396_5928534652368284138_n.jpg?stp=dst-jpg_p720x720&_nc_cat=106&ccb=1-7&_nc_sid=5614bc&_nc_ohc=bURTo-1_snoAX_KWbD0&_nc_ht=scontent-sea1-1.xx&oh=00_AfA2NnUYE6-kj6Iku93uPzFgyccogTtEKW-mnvoRjnTXGw&oe=652C3E3F
facebook,"ARMY NEWS CPP-NPA Terrorist surrenders with firearms in Batangas Army troops of the 59th Infantry Battalion (59IB) under the 2nd Infantry Division (2ID) and Philippine National Police (PNP) Nasugbu facilitated the surrender of the CPP-NPA Terrorist (CNT) with firearms in Nasugbu, Batangas on October 1, 2023. The surrendering personality was known as “Benjie,” a former vice platoon leader who belonged to the Eduardo Dagle Command from the Southern Tagalog Regional Party Committee (STRPC). The rebel also brought a carbine, three magazines, and 15 live ammunition. The Army leadership lauded the collaborative efforts of 59IB and PNP Nasugbu in the area that resulted in the surrender of a CNT and the recovery of firearms in Batangas. Read here: https://www.facebook.com/junglefighterdivision/posts/pfbid0LNMAiJUzyHLATof9zgYttkqpBoUdsrH8kgjNcE5UEnmYCXrMhHNiLk7fgVhaFqcvl #StrongUnitedReliable #StrongerArmyStrongerCountry #ServingthePeopleSecuringtheLand #PhilippineArmy",,262,"{'like_count': 163, 'comment_count': 10, 'num_users': 812760}",Philippine Army,,2023-10-06 01:35:51,https://scontent-sea1-1.xx.fbcdn.net/v/t39.30808-1/337048092_212778628067440_534786040633285808_n.jpg?stp=cp0_dst-jpg_p50x50&_nc_cat=1&ccb=1-7&_nc_sid=5f2048&_nc_ohc=w1hGja9Mb-4AX9mGd1r&_nc_ht=scontent-sea1-1.xx&oh=00_AfAfUSXxFwfE7D62j3llg_IYxd6vE3WCS8e_sZsZDWp60g&oe=655ABB35,https://www.facebook.com/100069387241964/posts/646210611035175,https://scontent-sea1-1.xx.fbcdn.net/v/t39.30808-6/384793102_708957371275025_5515964017324989761_n.jpg?stp=dst-jpg_p720x720&_nc_cat=102&ccb=1-7&_nc_sid=49d041&_nc_ohc=cQ_UvTZWut8AX-C6NnV&_nc_ht=scontent-sea1-1.xx&oh=00_AfBzHGQVlL_byg5qkzP2z-VOyZb4deM3Ocy8t9rMz2-t1g&oe=6523DDF2
facebook,The Joy of Tech by Nitrozac & Snaggy,,259,"{'like_count': 141, 'comment_count': 8, 'num_users': 544495}",Ecological Consciousness,,2023-10-06 21:05:13,https://scontent-sea1-1.xx.fbcdn.net/v/t39.30808-1/308970355_464558389048204_9153528620098203642_n.jpg?stp=cp0_dst-jpg_p50x50&_nc_cat=100&ccb=1-7&_nc_sid=5f2048&_nc_ohc=HerNC6MGHOgAX-FEcNJ&_nc_ht=scontent-sea1-1.xx&oh=00_AfBuowt_6J93Q7-BNxvIkH-ioFnZ_CYL_7Pq6JzRnSyssQ&oe=655B3B0C,https://www.facebook.com/100064821395990/posts/719590936878280,https://scontent-sea1-1.xx.fbcdn.net/v/t39.30808-6/386510652_719590903544950_4724284073276026186_n.jpg?_nc_cat=110&ccb=1-7&_nc_sid=5f2048&_nc_ohc=Byg1lecGa64AX-IlaRv&_nc_ht=scontent-sea1-1.xx&oh=00_AfASZu7s3LiZOHdogtG5RejBvV9TD8rojkEMiuj4D2sngQ&oe=65517589
facebook,"This should help with the conflict on Rhyse's ""Sugar Baby"" pictures...good solution for both sides...those that really like his pictures and those that don't...also can go on his chat...Sugar Factory Group Brad Hayashi: PSA: If you don’t want to see his pics in this group anymore, tap on the three dots for this post and tap on “Hide all from Rhyse.” Solution for everyone.",,253,"{'like_count': 124, 'comment_count': 114, 'num_users': 16420}",Remember in Loveland when.....,,2023-10-06 17:03:21,https://scontent-sea1-1.xx.fbcdn.net/v/t1.6435-9/50514896_2074810805899637_3059254829269385216_n.jpg?stp=c13.0.50.50a_cp0_dst-jpg_p50x50&_nc_cat=103&ccb=1-7&_nc_sid=f2fd11&_nc_ohc=OFihaGT0ShAAX8wzsqz&_nc_ht=scontent-sea1-1.xx&oh=00_AfBZzb00pc5ro-6Ns3Kg2jWxXBmCrsGFWb93U9V9OVodCw&oe=657D3306,https://www.facebook.com/groups/132259923532279/permalink/6622202174537989,
facebook,"Dont know what to do Please admin hide me Im femme and a single mom ... anyway may ka relasyon ako medyo matgal na po kami 4yrs ... dahil sa pag ma2hal ko sa knya i give up my job and all the opportunity that comes with my way ... in short lumipat ako sa romblon para sa knya since sabi niya siya na bahala sa akin , ff lagi naming nagiging conflict yong pera pag pinapadlhan niya ako kasi siya yung tipong tao na gagastos siya nang kahit ano bsta ako lang makekenabang...pero pag dating sa anak ko parang hirap siya mag bigay... naguguluhan po ako 30 yr old na ako nahihirapan na din ako humanap nangbtrabaho bukod sa ang baba nang sahod sa province di tlga kakasya sa dalwang anak ko .. Gusto ko mag abroad kaso wla akong pangastos , gusto ko bumalik sa dti kong work dina ako mka balek dahil nga nag force to resign ako dahil nga sumama ako sa kanya... evertime na gusto ko umalis natatakot ako na baka hindi siya maging okay natatakot ako na baka maging malungkot siya .. kasi pag umalis ako sa poder niya at bumalik ako sa dati kon buhay alam ko dina kami magiging okay ulit...kasi iisipin ko nalang yung anak ko parate...at since ekakagalit niya yong pag alis ko baka mauwi kami sa hiwlayan... pero kahapon lang tumwag ang nanay ko nsa hospital ang anak ko at since 2 weeks na di niya ako kinkausap... wla akong mahingian nang tulong...ito ren ang iniiyak ko sa kanya na kahit gusto ko umalis wala akong sariling pera para gawin yon...kailanga ko pa ulet mkipag bate sa kenya para bigyan niya ako lhat nang kaibigan ko tinalikuran ko para sa kany... di rin po ako pabigat sa bahay ako lahat nag aasikaso sa bahay since wla nga akong pera don ako bumbawi sa pag aalaga sa kanya ,... i have face , sabi nga nila maganda daw ako at swerte daw nagegeng partner ko kasi maalga ako at marunong sa gawaing bahay... not to mag buhat nang sariling bangko... now i wanted to change my perspective in life i want to out to this maze... for me kasi mas okay yong sarili mong pera na gagastusin kesa hihingi ka ... anjan pa yong mag aalangan ka gumastos dahil nga baka ano isipin niya... a piece of advice please :( Honey 30 Romblon",,250,"{'like_count': 74, 'comment_count': 98, 'num_users': 753133}",Lesbian World,,2023-10-06 09:52:55,https://scontent-sea1-1.xx.fbcdn.net/v/t39.30808-1/326686186_1203951533544662_7522597997428774432_n.jpg?stp=cp0_dst-jpg_p50x50&_nc_cat=1&ccb=1-7&_nc_sid=5f2048&_nc_ohc=wBalIxe_I6oAX_XFXWC&_nc_ht=scontent-sea1-1.xx&oh=00_AfBFXl-Lf29PG_zVa3T_Q0K9oDWBV6Cc-h0swjx7KX0q_g&oe=655A43AD,https://www.facebook.com/100066394647093/posts/648589704030845,
