"cleaned_text","created_at","total_interactions_count"
"Over 150000 Palestinianhave been killed and injured by Israel since 2008. 33000 of those were children's. But no one talks about it. No one calls them terrorist and now that Palestinians have retaliated at a much smaller magnitude everyones suddenly a peace lover and","07",972
"If this could happen to Israel at one of the most rigorously guarded borders in the world what does Bidens open and chaotic southern border mean for American national security?","07",875
"NAFO is with you you kosher fellas! fellas nafo israel grubythecat IsraelUnderAttack","07",1753
"There are people with pronouns in their bio proudly calling for the destruction of Israel and shamelessly praising Hamas. Shamelessly praising a terrorist organization that would literally put them to death for waving a pride flag.","07",1821
"This is widely known in political science but apparently not elsewhere the cornerstone of the Hamas and PA charters is the killing of Jews and destruction of the state of Israel. The violence is not incidental. THEY are the ones refusing peace.","07",1263
"I fear that Hamass intention is to get Israel to retaliate massively and have the conflict escalate a West Bank uprising Hezbollah attacks a revolt in Jerusalem.","07",744
"How did the U.S. and Israel miss what Hamas was planning? The surprise attack by air land and sea suggests a massive intelligence failure as the Israeli government appeared blindsided.","07",862
"Civilian and unarmed women Israel killed but the world did not care about Because they are Palestinians","07",863
". gave this nation 6bil on 911. Now they are supporting the terrorist activity in Israel and yelling Death to America. Whats most concerning? Our open borders policy. We do not know who is coming in and what they will do","07",808
"Is anyone surprised that after Joe Biden  the democrats gave Iran 6 billion dollars they launched an attack on Israel?? More innocent blood on this corrupt incompetent regimes hands FJBiden IsraelUnderAttack","07",529
"3 of my sons along with thousands of other young men and women across Israel have been called up for reserve duty to do battle against our enemies. Please pray that HaShem should keep Israeli soldiers safe as they defend the Jewish people.","07",1494
"Pence slams Trump GOP voices of appeasement as Israel comes under attack","07",781
"Zinchenko has deleted his Instagram story supporting Israel and put his account on private","07",8374
"BREAKING 'The security miniministerial council agreed to destroy the military capabilities of Hamas and Islamic Jihad'  Netanyahu JUST IN Lots of rockets from Gaza coming out now towards Israel","07",952
"Biden frees 6 billion in Irans funds. Hamas funded by Iran launches complex attack against Israel. And now Biden offers appropriate support for Israel as Iran chants death to Israel and the US. This is all deliberate.","07",1694
"Damn wtf is up with celebs and Israel LMFAO","07",4483
"So very sorry Conservative Party of Canada. The details on the terror attacks in Israel requires national security clearance.","07",1328
"No idea if this is true but better safe than sorry. Warning coming out of Israel re cyber attacks Some people are going to upload pictures of the fighting in Jewish settlements on WhatsApp The file is called Seismic Waves CARD. Do not open it it will hack your phone in 10","07",697
"This is what the West meant when it said Israel has the right to defend itself.","07",579
"This context is extremely important when discussing anything relating to Israel and Palestine.","07",1008
"80 billion to Taliban 6 billion to Iran... whose side is Biden Admin on? BREAKING The Taliban Asks Iran for Passage Across Country to Assist Hamas in Annihilation of IsraelAfter Joe Biden Armed Taliban with 80 Billion in US Weapons and Supplies","07",382
"Dutton calls the Hamas attacks on Israel 'unprovoked'. If 75 years of genocide and ethnic cleansing is not provocation what is?","07",814
"With the tragedy in Israel and the open southern border of the U.S. these war ready men could take up arms here. I ain't impossible folks!","07",479
"Hamas has fired 5000 rockets into Israel. Its terrorists have indiscriminately killed raped tortured and taken hostage at least 250 civilians including kids women and elderly. Our foreign ministers response? That Israel should exercise restraint in its defence. Shameful.","07",1052
"Celebrations erupt across the Middle East as Gaza launches unprecedented attack on Israel. Is the world rooting for Hamas? Why are people celebrating the deaths of innocent Israelis? This is a disgrace.","07",1102
"Imagine believing Iran didn't use that money to attack Israel today","07",751
"BREAKING After several hours hostage situation in a home in Ofakim southern Israel  officially over. 2 people rescued by Israeli security forces. Palestinian terrorists killed. israelunderattack","07",1025
"Since 2007 Gaza has been the worlds largest open air prison after Israel installed a suffocating blockade on the Palestinian enclave. Economic  every aspect of the  2 mill Palestinians lives incl. freedom of movement is under Israeli control","07",1921
"The escalating bloodshed is what this commentator and many others have long predicted. It is the inevitable result of Israel being given total impunity for decades to do to the Palestinian people whatever it wishes ","07",326
"Israel has the ability to turn Gaza to dust  rebuild on top of it. Thankfully they will never do that. If Hamas had such power they would kill every Jew in Israel. This stark difference is what makes it so easy to see which side is right in this conflict.","07",634
"Brilliant synopsis by Sam Harris on the obvious undeniable and hugely consequential moral difference between Israel and her enemies. Please read and consider retweeting.","07",828
"This is literally how Israel was created and how the state has operated toward Palestinians for 75 years If your community and home were invaded if your family friends and neighbors were murdered wounded and taken hostage what would you expect your government to do?","07",408
"That long ass thread of all those celebrities supporting Israel and the list just goes on and on and on we are really fucking doomed cause they all dumb as hell to be honest and its actually sad ngl","07",538
"We don't have a single politician who isn't Israel's bitch","07",324
"A conflict between Palestine and Israel will divide Anonymous the same thing happened during the past Palestinian wars beware of false information. What Anonymous wants is a ceasefire and lasting peace. We do not support terrorism.","07",277
"Whats happening right now in Israel is a Holocaust the actions of the Palestinians are eerily reminiscent of what the Nazis did. Harassing killing old women children murdering whole families. Whats equally as scary are the terror rallies being announced for US cities","07",257
"Peace has not existed in Palestine since the beginning of the Israeli occupation. What you want to return to is uncontested violence by Israel.","07",242
"Migrants in Europe celebrate Hamas assault on Israel They should be deported.","07",401
"WATCH Tonight in Gaza were living in constant fear. Nowar a writer wsends in a video message amid Israel's bombardments. Over 2m Palestinians live in Gaza one of the world's most densely populated places with no shelter from Israel's bombardments.","07",148
"Israel targets and destroys residential building in Gaza live and caught on air. IsraelUnderAttack Palestine Hamas hamasattack RocketAttack GazaGazaUnderAttack Israel savas The video above shows the Israeli warning shot to alert people in the building to","07",299
"Pakistan and Imran Khan always supports a just solution for Palestine and its people. IronDome SupportGaza   Lebanonnews Gaza AlAqsaFlood  Hezbollah arab  Hamas Israel FreePalestine WeStandWithPalestine","07",202
"Which society does Israel resemble the most?","07",111
"Nova Scotia condemns the horrific attacks launched by Hamas against Israel. We mourn the loss of innocent lives and stand firm in Israels right to defend itself against these acts of terrorism.","07",547
"Security cabinet meeting has decided to bring about the destruction of the military and governmental capabilities of Hamas and Islamic Jihad in a way that will negate their ability and desire to threaten and harm the citizens of Israel for many years","07",254
"Breaking  the hostage situation at a home in Ofakim southern Israel is now over. 3 people were saved. The Hamas terrorist was killed by Israeli security personnel who received light injuries.","07",416
"Let US say this as clear as we can. 911 YOU released 6B in frozen assets back to IRAN 10 mins later Islamic Republic to Israel We told you we were coming for you Now Iran suspected to be behind attack on Israel less than 30d from YOU giving Iran 6B","07",361
"Hamas releases video of rocket barrages against Israel from Gaza. The footage shows dozens of rockets being fired into Israeli territory.","07",295
"Every single politician saying Israel has a right to defend itself is giving the green light for the genocide that Netanyahu is about to commit","07",266
"Im at a wedding and literally every person Ive talked to has no clue that something happened in Israel","07",1951
"The conflict in Israel involves various factors including the challenges faced by the Israel nation in dealing with radical Islamic ideology. However it is crucial to recognize that there are other influences at play beyond extremist beliefs. In addition to radical Islam","07",183
"The attack on Israel has caused the Labor party to straddle a barbed wire fence. With many on the left being anti Semite  watch","07",172
"Bidens statement is the difference between a sensible adult running US foreign policy and the previous administration. America Is Lucky That Biden Is President As Israel And Hamas Threaten War","07",186
"Israel and Hamas have entered what is likely to be the most devastating round of warfare in decades. When you see the images in the coming days remember how it started With Hamas invading Israel and murdering hundreds wounding thousands and kidnapping scores of Israelis.","07",81
"Ritchie Torres continues to be a sellout and shill for Israel which should be no surprise given his lack of meaningful support for Puerto Rican selfdetermination and sovereignty. Disgusting. As Puerto Ricans we should be denouncing this garbage and standing with Palestinians.","07",284
". . . This is why the US supports Israel. Please read this factual information","07",98
"Israel is b0mbing Gaza and k!lling innocent Palestinians.Egypt May God save the innocent souls","07",309
"Not supporting the rape and desecration of Civilian bodies isn't hypocrisy. It's still wrong and if people were openly supporting Israel doing that that is also wrong. People on the timeline are calling these actions that are on video great and good and Justified","07",645
"Whatever you do don't keep reminding people that the GOP and Donald Trump released the Taliban vowing to attack Israel and publicly support Russia...the friend of Iran. IsraelUnderAttack","07",100
"Willbe sending millions of taxpayers' money and millions of taxpayers' funded military vehicles to the people of Israel just as they did for the pipsqueak in Ukraine?","07",167
"My statement on todays attacks and violence in Israel and Palestine","07",288
"Why did Hamas invade Israel last night? Because the United States has consistently not kept its word on its foreign policy commitments and we look very weak. Terrorism loves a leadership vacuum and we have created one. We are politically divided. Our president is","07",473
"Don't mind me just making notes of all the libertarians suggesting that the US should intervene in Israel...","07",474
"okay so i saw a lot of people on the tl wanting to get educated on palestineisrael conflict. found some carrdslinks to explain the situation a little better. if youre looking to study more into the issue im linking some down below","07",100
"Humus could be defeated by the guys currently at the Home Depot down the street in idaho. And theyd do it for a good meal and a high five. Wtf does Israel do with all the money we give her?","07",326
"Today on  Israel at War.","07",327
"So far Israel has targeted 3 hospitals and 5 ambulances in Gaza.","07",212
"Interesting he shown a green light just three days ago. 48hrs before Israel was attacked","07",130
"Really appreciate the Empire State Building shining the colors of the Palestinian flag when Israel butchered 2300 Palestinians over 50 days including 550 children.","07",220
"What were the regimes calculations instriking Israel today? It thinks 1. That the popular uprising in Iran has been weakened 2. The Biden admin isnt tough 3. Israeli society is divided 4. Americas political system is in disarray 5. The external Iranian opposition is","07",146
"This is the kind of subconscious racism that permeates through supporters of Israel. Israel has attacked Palestine and Palestinian civilians numerous times over the past years since Ms Waxman has been on this platform. But having gone through her timeline there is no such","07",156
"idk what yall think a revolution is or what it consists of but its not sunshine and rainbows. Its not begging and petitioning. It will be violent. Israel has been violent towards Palestine from the beginning. What do you think Palestine is fighting for?","07",124
"EI'son the surprise assault by the Palestinian resistance and Israel's USbacked threats of genocidal violence in Gaza MORE","07",119
"Reports of 8 billion in aid to Israel is unfounded. No such press statement has been posted to the White House's website and Biden did not provide any details about specific aid during his press conference Saturday afternoon. ResistanceUnited","07",79
"Absolutely. Yet many western countries including the current Canadian govtcontinue to coddle terrorists. What does it take to smarten up folks  take the terrorists seriously when they say they want to annihilate Israel? When someone tells you who they are believe them.","07",140
"Jesus was Jewish the apostles  Paul says not to boast against them Romans 112225.","07",464
"PRAY for the PEACE of ISRAEL!","07",288
"I'm a loser because I wont send my children to die for Israel","07",461
"Israel PM Benjamin Netanyahu threatening to do to Gaza what the Nazis did to the Warsaw Ghetto. They learnt so much from the Third Reich.","07",127
"This is what Israel teaches its kids I picture a dead Arab and that makes me happy Israel teaches its kids to hate and to want to kill as many nonJews as possible hamas gaza GazaUnderAttack","07",62
"This is but one example of how Israel arms both sides of the conflicts in Africa causing civil wars and genocides all to promote Israelis interests. gaza GazaUnderAttack","07",80
"We all Tigrayans are waiting for justice. We had  Israel. So dearseek Justice4TigrayGenocide.","07",35
"The situation in Israel is still not fully under control an Israeli military spokesman said adding that hundreds of Gaza militants remained in Israel. He said that troops are going house to house to ensure no members of the militant group remain.","07",90
"Not even remotely similar. Israel is famous for dropping pamphlets down by airplane before they blow up munition stockpiles these terrorists hide in mosques or schools. They even do a warning explosion before blowing up limited targets. Sometimes there are civilian casualties..","07",315
"Who is with whom ?? IsraelUnderAttack IStandWithIsrael Palestinian   Hamas srael Retweet forLike for","07",479
"Intel failure in Hamas attack on Israel is extraordinary. Israeli intelligencedefense will have to answer for themselves but just a week ago US national security advisor said the Middle East region is quieter today than it has been in two decades.","07",102
"I always forget how weird politics is until days like today when you stupidly click activist profiles and its like come to this antiIsrael protest and also send money to our trustfund friends who are bravely refusing to rent NYC apartments","07",161
"It's crazy how when Israel attacked Palestine no one was batting an eye from media  they keep painting Palestinians as bad pple yet when now Palestinians are standing for themselveseveryone in media calling Palestinians names. Day of judgment is so nearMay Allah Free Palestine","07",103
"BREAKING Israel's Barzilai hospital in the city of Ashkelon hit by a rocket. This is a crime against humanity.","07",80
"Iranian parliament chants 'Death to America' as it watches Hamas attack on Israel.","07",127
"Unfortunately this headline isnt surprising. Every single member of congress needs to be loud and be vocal in standing with Israel and their right to selfdefense.","07",126
"It's funny how Israel has a right to defend itself is never followed by in a proportionate manner in accordance with the laws of armed conflict.","07",197
". I have never seen more incompetent work. If the level of training of the rest of the Israeli Army is comparable to what we see in the video Israel will have a difficult task ahead. Alexander Khodakovsky commander of Russias legendary Vostok Battalion commenting months","07",86
"The REGION? Israel is being attacked. War crimes are being committed by Hamas savages. You are a coward.","07",535
"How is it possible that? we have seen more videos coming out of war in Israel in a day than we have from Ukraine in almost 2 years.","07",136
"Quick update have officially landed in Greece and out of Israel thank you to everyone who was sending prayers through this process. Pray for Israel and their families involved. This has been a wild day and cannot imagine what most are going through!","07",965
"Prime Minister Anthony Albanese has condemned indiscriminate and abhorrent Hamas attacks on Israel. Read more","07",84
"Thank you New York for showing support to Israel.","07",150
"I visited Israel for the first time earlier this year and its distressing to see the unfolding terror overnight. Assaid we must condemn the indiscriminate and abhorrent attacks by Hamas on Israel. We must also look out for our Jewish community at home.","07",180
"Caption Surprise attack Operation Al Aqsa Storm rips through Israeli Defences and exposes the reality of the Illegal Zionist Occupation . . . ummah palestine gaza israel islam hizbuttahrir HTamerica quran zionists sunnah khilafah","07",74
"Discussions about what happened in israel on the timeline today is a prime of example of why you shouldnt listen to 95 of CT A bunch of fucking retards giving an uneducated dumbass opinion that no one asked for but they feel obliged to tell everyone Fuck you","07",210
"israel doesnt even have gay marriage despite performative bullshit for gay men who cares. Fake ass pink washing state","07",625
"We thank our friends atfor their statement in support of Israel. As Israel responds to this horrendous terror attack we need leaders and allies from around the world to firmly condemn Hamas and its brutality.","07",96
"The perspective we all need right now. The IsraelPalestine conflict is also a biproduct of western colonization.","07",201
"People. We need to get ahead of the narrative that Biden gave billions to Iran to attack Israel. Trump gave away the secrets. That attack could NOT HAVE HAPPENED without understanding the grid. Let's go.","07",66
"I definitely do not support Hamas targetting civilians...nor do I condone Israel doing the same. You can't kneel on someone's throat for 80 years without expecting some retaliation.","07",226
"Fleahive triggered! Snowflake thinks he taking Michael's spot. Fake fan being racist. Paris getting dragged over Israel. I have no clue what's going on in Israel. Taj dropped rares. Meanwhile I just want thriller 40 doc I think that sums up today","07",159
"I will make you Israel into a great nation and I will bless you I will make your name great and you will be a blessing. I will bless those who bless you and whoever curses you I will curse and all peoples on earth will be blessed through you. Gen 1223","07",145
"stand up for me a jew and oppose Israel today","07",253
"These people saying we need deescalation are frauds. Theyre not talking about Hamas. Theyre saying Israel shouldnt respond.","07",110
"true though the biggest perpetuators of this conflation outside of western Evangelicals with their specific Israel agendas has always been Israelisraelis and over the decades increasingly a majority of Jewish institutions and Jewish religious education","07",105
