"cleaned_text","created_at","total_interactions_count"
"israel has never seen an attack like this because you were too busy terrorizing and killing palestinians and now theyve managed to fight BACK. so funny that she says israel has never faced an attack like this when this is literally what they do to palestine every single day","07",39869
"If you don't know the conflict between Israel and Palestine let me summarize is for you in this thread.","07",52582
"thread of links to help Palestine","07",22382
"When will people understand that this is not about religion? Palestine is fighting back against their colonizer it's not because they are Jewish.","07",89109
"We need ImranKhan's strong voice for Palestine today!!!","07",47171
"Onwithabout Israels attacks on our rights land holy places and people in Gaza and all over occupied Palestine.","07",35895
"Remember when Obama sent 221 million to Palestine in his final hours in office? Well is it any surprise whats now happening to Israel knowing that Obama is pulling the puppet string on the Biden regime? Obama is a notorious sympathizer and funder of Islamic extremists","07",29527
"did some people just think Palestine had to like file paperwork or something to be freed. this is what oppressed fighting the oppressor looks like","07",100657
"Celtic fans showing their support for the people of Palestine","07",53118
"Israel harvests organs from dead Palestinians? Israel cuts off their water access? Israel is the OCCUPIER. Palestine is the OCCUPIED. That is the difference.","07",28217
"7th of October 2023 Palestine","07",49003
"Washington condemned Palestine. NATO condemned Palestine The EU condemned Palestine. Zelensky condemned Palestine. Take note. These warmongers enable Israels occupation of Palestine yet claim to stand with Ukraine. Its a mask off moment for the real warmongers.","07",33463
"Dear PMji This is not Israelor Palestine. This is a completely devastated town of Meiteis in CCPur district destroyed by Kuki terrorists in Manipur. Its more than dropping 5000 missiles. When are you going to speak up for the justice of Manipur?","07",22202
"I've been crying myself through the comments on this post today. Not because of the few idiots but from the massive response of true Pakistanis. You always supported the occupied people of Palestine Thank you! WeStandWithPalestine And YES ImranKhan's voice is missed!","07",28998
"Palestine has the right to defend itself from terrorists.","07",41027
"Residential Palestine Tower in the heart of Gaza City targeted in direct hit ON LIVE TV by Israel.","07",32076
"Under international law Palestine  as occupied territory has every right to defend itself just like Ukrainedoes.","07",29598
"Today we are watching the culmination of Biden's absolutely irresponsible policies with respect to Israel. He has directed funds to Palestine. UN funds have gone to Palestine. He JUST handed 6 BILLION to Iran. Now we see the results. Israel is our closest ally in the world.","07",41589
"This evening the foreign office contacted his counterparts in Iran Iraq and Jordan asking for permission for our men to cross their sovereign territory on their way to the holy land. We are preparing and hoping for the good news from our neighbours. Gaza Israel Palestine","07",37900
"Raise your hand if you STAND with Palestine!","07",39687
"Israel should end the illegal occupation of Palestine immediately and return the lands forcefully seized from Palestinians. Israel should recognize Palestine as an independent state with East Jerusalem as its capital within 1967 borders and allow the immediate return of refugees.","07",24454
"May Allah protect my brothers and sisters in Palestine. May the strength be with you always and forever. Yang tiba akan datang Demi Waktu.","07",18568
"India supports Israel Indian Muslims support Palestine. India supports France Indian Muslims support Pakistan  Turkey. India supports America Indian Muslims support China. India supports UCC Indian Muslims support Sharia. It's clear that they are Muslims first then","07",23073
"DEVELOPING Rabbi Elhanan Beck sends a message for Palestine. As Jews we demand the return of all Palestinian land from sea to land to the Palestinian people and the peaceful abolition of the state of Israel.","07",23465
"Thread Huge demonstrations in solidarity with Palestine are happening right now across the Muslim world 1. Istanbul Turkey.","07",36168
"The people of Palestine have broken out of the worlds largest openair prison.","07",34637
"Dont be distracted by all the names you hear HamasIranPalestineGaza these are just its faces. Its all Islam.","07",28529
"bella hadid being one of the only celebrities to actively speak up about palestine  devastating","07",72608
"An escalation in Israel could trigger a chain reaction. The Palestinians have no chance in such a war because they cannot destroy Israel or inflict a significant military defeat on it but Israel also has nothing to fight for. Palestine is technically Israeli territory which it","07",23588
"Celtic fans show their support to Palestine with two banners.","07",49750
"If you are in favor of Ukraine but not of Palestine If you condemn Russia but not Israel or the United States you've reached the pinnacle of hypocrisy.","07",23918
"Palestine is a Terr0rist State. That's it. That's the tweet.","07",26044
"Ppl of Bahrain came out to show solidarity with Palestine . Hamas Isreal GazaUnderAttack Palestine ","07",24362
"Who stands with Palestine? Raise your hand","07",29283
"People in Istanbul march on the streets to show their support for Palestine","07",32696
"Praying that peace prevails in the occupied territories of Palestine","07",37676
"The land The land owners And the invader.  Palestine","07",22264
"Qatar Saudi Arabia Pakistan They all side with Palestine. You know what they have in Common! Hindus should know why Shatru Bodh is important!","07",23480
"BREAKING President of Palestine Mahmoud Abbas issues his first statement We have the right to defend ourselves against Israel and settler terrorism","07",26725
"They Iiterally kiIIed 100s of men and women desecrated paraded kicked their bodies abducted civiIians BUT humanity is with them because they didn't kiII a woman who had kids. 'Palestinians formed human chain to save an Israeli woman from nobody' moment from Palestine.","07",19008
"Israeli Air Force destroyed the 'Palestine Tower' in Gaza affiliated with Hamas. The mainstream media show this and present Israel as if we are the bad guys forgetting that Hamas fired today 4000 rockets into Israeli cities kidnapped and murdered civilians.","07",20605
"I utterly condemn the 75 years of occupation and ethniccleansing of Palestine and her citizens. There is no justification for this act of terror which is being perpetrated by those who seek to undermine any chance for future peace in the region. Palestinians have a right to","07",18520
"Sad videos coming from Palestine we need more such sad videos","07",27277
"Its free Palestine today tomorrow and everyday after that. May we live to see the day Palestine is free","07",14366
"Palestine has taken control of an Israeli military site east of Gaza","07",24944
"Kidnapping civilians and dragging girls bodies through the streets while people spit on them is not a part of battle.It is deranged and those responsible should be dealt with.If Palestine wanted to fight Israeli soldiers thats their choice but what Im seeing is way beyond","07",24145
"The story of Palestine A mustwatch!","07",14716
"A LOT Of People Are Blaming Joe Biden For Whats Happening With The Israel  Hamas Palestine War  Arming Those Who Chant Death To America But REMEMBER Biden Is NOT In Control BOTH US Press Secretaries confirm that Joe Biden is not the President of the United States making","07",11693
"I cant understand why are Indian Muslims so much worried about Palestine Muslims while Arab Muslims dont talk about Palestine! Are you Indian Muslims bigger Muslims than Arabs?","07",31325
"Thank you Mr Khan for your kind stance on Israel Palestine","07",14757
"I don't get what HAMAS is trying to achieve by just raiding Israeli streets and slaughtering people on camera. HAMAS doesn't care about the people of Palestine  it only needs a perpetual war with Israel to stay in power in Gaza forever.","07",35501
"If you ask them to put Indian flag on independence day they will ask you yo not impose Nationalism. But they will put Palestine Flag when Israel is under terrorist attack.","07",17305
"Ya Rabb grant us the ability to witness the freedom of Palestine from the oppressors.","07",20145
"If you didnt know now you know what Free Palestine means. It means the butchering of everyone who disagrees with them. Next time you hear someone say Free Palestine remember the ISISlike Hamas videos you saw today and the Palestinian celebrations that followed.","07",16842
"We swear by the name of Allah That we will protect the AlAqsa Mosque. Isreal Hamas Gaza Palestine  ","07",17272
"absolutely crazy to see kylie jenner supporting israel while her friend bella hadid has been advocating for palestine for YEARS like i'd be sick to my stomach","07",50148
"THREAD As you watch news in Gaza  Israel known as the Israeli military has killed thousands of Palestinian civilians in hundreds of raids into Palestinian towns over the past decade. 14","07",17248
"Clashes between Hamas and Israel on the 50th anniversary of the Yom Kippur War come as an expected development. This is what Washington and its allies should be busy with. The conflict between Israel and Palestine has been going on for decades with the US the key player in it.","07",17742
"Ya Allah grant us the ability to witness the freedom of Palestine from the oppressors.","07",18552
"Green Brigade Celtic with a message for Palestine today","07",18948
"Former PM of Pakistan Imran khan stance on Isreal. There has to be a settlement for Palestinians. Hamas Israel Gaza Palestine","07",10438
"Academia loves to decolonize everything besides occupied land. Its silence on Palestine is enough to know how decolonization has become a metaphor signifying everything besides material change and collective resistance.","07",15512
"The attack from Gaza may be a surprise to some but if youve been paying attention literally every single damn day in occupied Palestine where the murder of young and old is common placeyoull ask why there hasnt been a response sooner.","07",14108
"One side is the occupier. The other side is occupied. There must be a ceasefire and negotiations towards a free Palestine.","07",17238
"when you were putting hashtag free Palestine on your posts what did you think that would entail?","07",32259
"I fear for the future of Israel Palestine and the wider region. The peace so long denied has never been more necessary or more difficult to reach. States statesmen and especially what thoughtful members remain of society must resist a return to the errors of the Bush era.","07",19523
"I wish to see these scenes in Pakistan. Isreal Hamas Gaza Palestine","07",15626
"Rabbi Elhanan Beck and hismessage for Palestine As Jews we demand the return of all Palestinian land from sea to land to the Palestinian people and the peaceful abolition of the state of Israel Israel IsraelUnderAttack Gaza Hamas","07",9700
"May Allah protect Palestine and grant Palestine victory","07",14882
"Complete SILENCE when Hamas terrorists brutally killed more than 50 innocent Israelis. Now Israel will hit back and hit back so hard that soon terror sympathisers  LeLi gang worldwide will become active and start hashtags Save Gaza Pray for Gaza Pray for Palestine.","07",10788
"Imran Khan Warned the international community at UNGA in 2019 About The situation that has emerged in palestine and Israel Today Mr. President what about the 1.3 billion Muslims who are watching this? And they know that it is only happening in Kashmir because They are","07",8513
"When Ukraine fights back Russia Brave retaliation When Palestine fights back Israel terrorism unjustified violence STFU desi liberals. Your hypocrisy is showing.","07",10972
"BREAKING Iran announced full support for Palestine Iranian General and advisor to the Supreme Leader Yahya Safavi We support the commendable operation of AlAqsa Storm. We will stand alongside the Palestinian freedom fighters until the liberation of Palestine and","07",12916
"Breaking Israel Attacks have begun against targets in Gaza but after the horror of what the Palastinians have done to Israeli civilian men woman and children and their brutal slaughter there is an expectation that the punishment may be so severe that Palestine may be","07",11191
"My heart is with Palestine what about you?","07",11395
"Tommy Robinson spent a week in Palestinian held Gaza. Hamas is ISIS. The Palestine Authority is oppressing people. If you are gay you are murdered  he stands with the people of Israel.","07",12387
"Hamas to my great regret is Israels creation. These are the words of Avner Cohen a former Israeli religious affairs official who worked in Gaza for decades. As you watch the death and destruction that is currently unfolding in Israel and Palestine it's important for you","07",9745
"Americans cry gallons of tears for Uyghurs while supporting eradication of Palestine deprivation of basic human rights of Palestinians and cruel bombing of Gaza. Then they say Hamas attack is unprovokedsame word used for Ukraine. Giant bubble of lies  hypocrisy.","07",9796
"All eyes on Palestine in its heroic moment of resistance against the Zionist occupation.","07",12274
"THREAD Hamas just invaded Israel Occupied Palestine launching a military operation on a scale never seen before. This is unbelievable","07",14892
"palestinians have been oppressed since 1948 but once they try to resist suddenly everyone has empathy and wants to stand with isrel? just disgusted. may we see palestine as a free country praying for everyone there","07",9925
"I stand with Palestine and I will stand with them till I diePalestine","07",16490
"Happy to see whats happening in Palestine.","07",15662
"Lest you wonder who is behind these attacks on Israel today the Iranian state run media broadcasted all the MPs in Iran rising from their seats to chant Death to Israel and Palestine is victorious Israel will be destroyed.","07",7348
"Violence is never the answer. I condemn Hamas for targeting civilians the brutal Israeli military response the illegal occupation of Palestine  renew push for just political settlement","07",15637
"As always Celtic fans show their support for Palestine","07",15190
"the one time palestine fights back is the one time youre all not okay with war?? israel has been committing war crimes against palestine for so long but now palestine fought back you all suddenly want peace and innocent people are dying how could they theyre all t3rr0r!sts","07",10273
"Prayer for Gaza Hamas Israel Palestine Gaza ","07",10188
"Russia is illegally occupying Ukraine. Ukraine has the right to self defence. Israel is illegally occupying Palestine. Palestine has the right to self defence. Its that simple.","07",16349
"This little champMC Abdul 14 year old rapper is from Palestine. Israel Palestine Hamas  ","07",8167
"Israel forced 5 vaccines in everyones arm. Forced. Rather live in Palestine and own my blood. Allah Akbar.","07",29143
"Dear Journalists Context is necessary when covering events unfolding in Palestine. Palestinians in Gaza have been subjected to a siege for 15 years. Palestinians in the West Bank are under military occupation and apartheid. Palestinians in Jerusalem are being ethnically cleansed","07",7598
"stop conflating judaism  murders of innocent palestinian people is not antisemitism. im tired of yall.","07",10863
"every Western politician from across the ideological spectrum is repeating the mantra Israel has the right to defend itself! Israel just killed 200 Palestinian civilians and will kill countless more. They are justifying mass murder. PALESTINE HAS THE RIGHT TO DEFEND ITSELF","07",13340
"Get ready for the twitter trend pray for Palestine Israelis military reinforcements near the Gaza strip. Hamas terrorists are going to be annihilated.","07",15325
"may god protect and liberate the people of palestine","07",8627
"Islamists in London celebrating the deaths and captures of innocent civilians. Monsters Israel Hamas Palestine Palestinian IronDome Gaza TelAviv","07",8359
"Any opinion on IsraelPalestine will have you like this","07",33103
"A sea of people stretching as far as the eye can see. This is Yemen in total solidarity with Palestine.","07",10859
"Breaking South Africa government slams Israel for the escalation in violence the continued illegal occupation of Palestine land continued settlement expansion desecration of the Al Aqsa mosque and Christian holy sites and ongoing oppression of the Palestinian people.  full","07",7014
"Dua forwho works directly with","07",21382
"She has spoken the truth. 150000 Palestinian have been killed and injured by Israel since 2008. 33000 of those were children's. But no one talk about it no one calls them terrorist. Israel Palestine Hamas  ","07",5977
"Palestine above all issues unites believers and reveals hypocrites.","07",10769
"The hypocrisy of the west being paraded by Zinchenko.. You are crying about Russia's oppression of Ukraine while standing with Israel who's been oppressing Palestine for years.. Interesting to see if Arsenal distance themselves from this one as they did with zil as well or?","07",12948
"NEW YORK CITY ALL OUT FOR PALESTINE!!! 1PM Sunday Oct 8 Times Square Broadway  oppression. FREE PALESTINE!","07",7748
"Here's some crucialbackground to the ongoingconflict in Palestine. 75 years ago thousands of Palestinians were massacred and entire communities were driven from their ancestral lands by the state of Israel. This catastrophe is directly linked to what's happeningtoday.","07",5298
"RIGHT NOW IN NEW YORK CITY ALL OUT FOR PALESTINE!!! Tomorrow join us to stand with the people of Palestine who have the right to resist apartheid occupation  42nd","07",8365
"I am an American and I stand with Palestine!","07",14263
"Hope this Zelensky statement is the final nail in the coffin for the morons who compare Ukraine to Palestine","07",13379
"If this had been in reverse the Arab mother cradling her children would probably have just been shot by the Israeli soldiers. As has been the case many many MANY times before. Israel is no authority to lecture others on human rights or rules of war. Palestine Israel","07",5338
"From the river to the sea Palestine will be free","07",6821
"As Hawaiians wake up to the news of Palestinian anticolonial resistance in Gaza to Israeli settler colonialism remember thatfrom Hawaii to Palestineoccupation is a crime. A lhui that stands for decolonization and deoccupation should also stand behind freedom for Palestine.","07",9380
"We observe the same pattern of how Palestine terrorists humiliate bodies of Israel women they killed presenting their seminaked bodies enjoying unlimited violence against women. I hope every German socalled feminist who supported Palestine will shut up forever after this.","07",12381
"Fans of Scottish Premier League Club Celtic FC showing their support for the people of Palestine.","07",11107
"All these thinkpieces on the legitimacy of the use of violence in relation to Palestine is insane.","07",8438
"150000 Palestinian have been killed and injured by Israel since 2008. 33000 of those were children's. But no one talk about it no one calls them terrorist. Hamas Palestine Mossad IsraelUnderAttack SLvsSA SLvsSA Gaza Hamas Israel Palestinian ","07",6554
"pay real close attention to who gets described as a terrorist when fighting for freedom from Atlanta to Palestine.","07",8436
"Public Notice In light of the prevailing security situation Indian nationals in Palestine can directly contact the Representative Office of India to address any case of emergency or needed assistance on the 24hours Emergency Helpline Jawwal 0592916418 WhatsApp97059291641","07",6520
"London this evening Islamists celebrating the deaths of hundreds of civilian Israelis. Israel Hamas Palestine Palestinian IronDome Gaza TelAviv","07",5892
"I am proud to be a supporter of Ex Prime Minister of Pakistan Thank you Khan for your Brave stance on Israel Palestine . Hamas  ","07",4683
"Stand with Palestine. End apartheid.","07",7005
"Andrew Tate will be donating 200K to Palestine FreePalestine FreeTopG","07",17492
"Jab itni hi grand fati rahti hai Israel se to kyu jaate ho cherne unhe. Ab to wo grand m ke rahega Palestine ka.","07",6367
"Breaking The BJP has released a video to propagate that when Congress was ruling India there were similar situations of rits in India like Israel  Palestine. FACT CHECK Here is the list of incident that happened after 2014 BJP rule. 2014 Saharanpur Rits. 2015 Nadia","07",5565
"Spaces AGAIN becoming the main source of news for world on the current ongoing IsraelPalestine war People ON THE GROUND in both Gaza and Israel sharing our stage sharing breaking news from the ground and informing the world with FACTS. All while the dying media","07",11637
"Israel is not Palestines only occupier. The existence of Israel relies on the existence of the US and its constant funneling of resources and weaponry. The end of one must mean the end of the other.","07",7367
"Palestine is not just an issue for Arabs or Muslims it is an issue and bastion of freedom.  Kim Jong Un","07",7946
"Celebrations are taking place in Palestine Square in Tehran now.","07",11707
"Media Coverage Palestine's Ambassador to the UK Husam Zomlot on AlAqsa Flood operation My people see this everyday every single day. Palestinians are targeted killed arrested arrounded their land is confiscated their holy places are desecrated not only Muslims but","07",3796
"Guys hit the prayer mats. Everyone at least pray two rak'ahs praying for the people of Palestine.","07",6733
"Our statement on the escalating violence in IsraelPalestine","07",5463
"BREAKING Celebrations are taking place in Palestine Square in Tehran Iran. They are celebrating Hamas starting a war today from Gaza. Women and children were KILLED in cold blood and yet they celebrate like they just won a World Cup. These people are absolute monsters.","07",4766
"Iranians took to the streets in support of Palestinians. Israel Palestine Hamas  ","07",7256
"Soviet stamp In support of the Arab people of Palestine 1983","07",8281
"Dont allow Zionists to both sides the IsraelPalestine issue.","07",4350
"Remember this old video? This is the real face of Israel this is how they dragged a 12yearold Palestinian girl into Jerusalem last year. Palestine Israel Hamas Gaza War AlMayadeen AlAqsa  ","07",4305
"I like RFKJr. I think hes the best choice for POTUS. Hes positioned himself as the peace candidate. And this is the tweet I fear may have sunk his chances. Israels policies regarding Palestine are indefensible. Bobby should be promoting an equitable peace settlement. Not war.","07",12591
"Israels president admits the TRUTH ABOUT PALESTINE SHARE","07",4369
"The same people telling you that Russia is wrong for invading Ukraine are telling you Israel is right for occupying Palestine.","07",4383
"May Allah protect masjid AlAqsa and all those who love AlQuds.. Palestine Israel Hamas War GazaAlMayadeenAlAqsaFlood ","07",6741
"Qatar'sMinistry of Foreign Affairs released a press statement holding theIsraeli occupation 'solely responsible' for the ongoing violence inOccupied Palestine.","07",6525
"more than one thing can be bad at once. hamas can be bad and the israeli occupation can also be bad. targeting civilians is always bad. but we shouldn't fool ourselves into thinking these are two equally bad sides. gaza is a prison. free Palestine.","07",8633
"This is not Israelor Palestine. This is Manipur. Its more than dropping 5000 missiles. When are you going to speak up for the justice of Manipur? Israel IsraelUnderAttack","07",2948
"If this was Palestine or Israel sanghis would be commenting as if it was their backyard on fire. But this is Manipur few days ago. No sanghi noticed it.","07",4917
"If theres one thing this Israel  Hamas Palestine War has proved to us its that the Ukraine War was 100 all about money laundering When a real war breaks out social media just proved we will have an hour by hour updates of war footage Almost 2 yrs  nothing in Ukraine","07",3702
"Tariq Ali  on the uprising in Palestine 'Israel is a nuclear state armed to the teeth by the US. Its existence is not under threat. Its the Palestinians their lands their lives that are.'","07",4547
"DEVELOPING The supporters of Palestine are sharing videos of Israeli forces were beatingPalestinian women at Al Aqsa Mosque that took place on April 4 2023 in response to the Hamas kidnapping of Noa. To the people of Palestine I dont see how this is even equal to the","07",6022
"Everyone Free Palestine Palestine freeing itself Everyone No not like that","07",5203
"I may be the first to say this but not the first to think it. What we're witnessing in Israel and Palestine is what we are destined for in the UK if we don't stop the invasion of our country by God knows who arriving daily.Then being distributed throughout the country.","07",5531
"BREAKING As the IsraelPalestine conflict deteriorates neutral third party peace keepers will be deployed to the Holy Land...er... the region to maintain peace and in no way reinstate the Kingdom of Jerusalem","07",13996
"I stand by what I've long said. Attacks on civilians are never justified. Hamas terrorist attacks which have killed 200 Israeli civilians are condemnable inexcusable and horrific. My deepest condolences to the loved ones of those lost. Furthermore Hamas is not Palestine.","07",6383
"150000 Palestinian have been killed and injured by Israel since 2008. 33000 of those were children's. But no one talk about it no one calls them terrorist. Hamas Palestine Mossad IsraelUnderAttack SLvsSA SLvsSA","07",3714
"What is happening in Israel is not ok. It is horrific. Horrendous. Outright barbaric. What has been happening to Palestine under occupation is not ok. It is horrific. Horrendous. Outright barbaric. The way to right this starts with believing both those statements to be true.","07",5286
"Jamie Lee Curtis shows support for Israel amid the current escalation between Israel and Palestine.","07",31739
"May Allah protect masjid AlAqsa and all those who love AlQuds.. say Ameen. Palestine Israel Hamas Gaza War AlMayadeen AlAqsa  ","07",4999
"Its always the same story between Israel and Palestine. Palestinians kill 40 people and the whole world talks about it. Then Israel kills 4000 people to defend themselves including kids old people and women and nobody cares about that.","07",5019
"The Human Cost Of The IsraeliPalestinian Conflict  deathsinjuries documented by the UN 2008 Palestine  3202 Israel  853 2009 Palestine  7460 Israel  123 2010 Palestine  1659 Israel  185 2011 Palestine  2260 Israel  136 2012 Palestine","07",4492
"My position on Israel and Palestine is this I am an American I want nothing to do with any beef between any countries whether it is RussiaUkraine ChinaTaiwan or IsraelPalestine. I'm sick and tired of my country helping everyone else at the expense of its own citizens.","07",5505
"may Allah protect the people of Palestine.","07",5181
"Fans of Celtic FC known for their longstanding support of Palestine waved Palestinian flags in a show of solidarity during today's Scottish Premiership match at Celtic Park.","07",3603
"I am deeply disturbed over the escalation of violence in Palestine and Israel. There should be maximum restraint to prevent further bloodshed and loss of human lives. The situation calls for an immediate ceasefire as the hostility and confrontation between Palestine and Israel","07",6313
"PHOTO  Green Brigade Celtic with a message for Palestine today","07",6657
"If that was El Neny posting I support Palestinewould suspend him two weeks wages","07",7913
"Middle East Conflict explained. Palestine Israel and the Ancient Book of MadeUp Stories Created by the amazing","07",3008
"Thread of BTS supporting PALESTINE","07",2808
"Waiting for the condemnation of this indiscriminate and fullscale attack on civilians. Gaza Palestine Freedom","07",3432
"Nobody knows the exact details of whats happening between Isreal and Palestine and no one is saying Biden or anyone in his admin did this intentionally. What were saying is under Donald Trump this never happened.People knew he didnt mess around.He was about business and","07",6064
"Rather than condemning the Palestinian offensive against the Zionist entity the political class corporate media hacks and assorted liberal commentators should be demanding the immediate withdrawal of Israel from Palestine.","07",3172
"Image of a Palestinian couple visiting their home that was stolen by Israeli settlers. Seems like a lot of you forgot who the occupiers are so Im leaving this here to remind you. FREE PALESTINE!","07",3376
"Palestinian burning israeli flags in the area they have captured from settlers Palestine Israel Hamas War GazaAlMayadeenAlAqsaFlood ","07",4342
"A very long line of Israeli tanks is heading south. The start of a ground invasion of Gaza is just a matter of time Israel Hamas Palestine Palestinian IronDome Gaza TelAviv","07",4453
"Israel and Palestine at War Ukraine and Russia at War Srilanka at Financial Crisis Pakistan is in a Financial Crisis USA at Economic crisis Canada controlled by Khalistan extremists But Nobody dares to touch India because we have PMJi.","07",4389
"May Allah protect Palestine and grant Palestine victory against Israel terrorists.","07",3481
"Largescale celebrations have begun across the Middle East following Gaza's unprecedented attack on Israel. Yemen Iraq Turkey and Iran are among the countries reported with a significant turnout. Gaza Palestine","07",3750
"i usually dont tweet politics but saying Palestine is wrong for what theyre doing just shows how uneducated and out of touch some of you are Israel has been doing the most horribIe  unspeakabIe things to Palestinians especially women and chiIdren for the last 75 years.","07",4765
"thinking about the overwhelming youth population in palestine. the average age is 19. imagine spending your entire life in a prison surrounded by an implacable enemy backed by the most violent country on earth w little prospects for the future. you would do anything to be free","07",5110
"LATEST Home of Yahya Sinwar the Leader of Hamas in the Gaza Strip Destroyed by an Israel airstrike Israel Palestine Hamas  ","07",3215
"Hasan spoke nothing but facts today on Israel  Palestine","07",6177
"There is no good side in the IsraelPalestine war so America should stay the fuck out of it","07",9051
"simply being a settler living in one of the settlements in occupied Palestine is not a victimless crime and its getting weird to keep seeing this framing","07",4194
"Arent you ashamed because of your Palestine brothers today ?","07",3260
"To my union siblings in the US labor movement we have a special obligation to stand in solidarity with Palestine. Please read thisfor some historical background on why I say that.","07",4492
"Always and foreverPalestine","07",5363
"do unfollow me block me whatever. me and my boys bangtan always stand by Palestine !! WeStandWithPalestine","07",2777
"Isreal vs Palestine Airforce. Picture says it all. Hamas Israel Palestine GazaUnderAttack ","07",4059
"RIP all the civilians on both sides in IsraelPalestine. CeaseFire. And no more games. Negotiate a real onestate or twostate solution now. The status quo is a catastrophe.","07",4897
"Entitlement of Islamists is mindblowing. For decades India supported Palestine  Israel helped us. Now Islamists complain we don't support their terror","07",2748
"IF Instead of condemning the TERR0R attack by Hamas in Israel you are praying for Palestine You are nothing less than a TERR0RlST","07",3948
"People in Oman raise Palestine flags .. call for Jihad against Israel Remember terrorism has no religion","07",2712
"New York DSA going to protest in support of Palestine just hours after Palestinian terrorists slaughtered hundreds of Israelis in cold blood Multiple members of Congress and New York City politicians are members of this organization","07",2304
"These little children look into the eyes of armed Israeli soldiers and talk as if fear is their toy and death is their love!     Palestine Palestinian Israel Hamas TelAviv Gaza GazaUnderAttack OperationAlAqsaFlood","07",2039
"Get educated!! Free Palestine fightback","07",10653
"Biden delivers speech on the PalestineIsrael conflict We stand ready to offer support for Israel.","07",7232
"from atlanta to palestine and across the world people on the underside of power who resist state violence and occupation will always be called terrorists.","07",3182
"Today in Berlin! Spontaneous demonstration in the streets for Palestinian Liberation. From the river to the sea Palestine will be free!","07",3724
"The Israeli girl who was kidnapped by Hamas terrorists on a motorcycle today is named Noa. Israel Hamas Palestine Palestinian IronDome Gaza TelAviv","07",2762
"so many celebrities supporting israel and its insane how theyre blinded by western media because its clear that the oppressed one is palestine its literally written in history books","07",4727
"Fans of Scotland's football club Celtic showing their support for the people of PalestinePalestine","07",8601
"LATEST  20 Israeli police officers kiIled in the overran police station in Sderot Israel Israel Palestine Hamas  Gaza ","07",2623
"I am crying looking at the disturbing visuals coming from Palestine. Can you guys please share more such videos? IStandWithIsrael","07",5483
"Israel and Palestine are at war. Republicans have started a lie blaming President Biden for the conflict in the Middle East. The 6 billion which didn't include any U.S. taxpayer dollars is in a Qatari bank account. None of these funds have been spent.","07",1744
"Pakistan's Former Prime Minister clearly stated in his visit to America that Pakistan will never accept Israel. Imran Khan always spoke up for Palestine.  Hamas","07",2059
"Helloany comments on the latest Palestine Hamas terr0rist attacks in Israel ? Selective outrage? Or you are afraid of the syndicate","07",2092
"Media Coverage Today Palestine chose to fight alone despite Western support for the apartheid regime and normalization by Arab regimes. AlAqsaFlood","07",2114
"It's hard to have much sympathy for the Israeli regime when they helped perpetrate this attack on my country. Netanyahu Hamas Mossad Israel Palestine","07",4374
