"","id_of_tweet","cleaned_text.x","batch","sentiment","error","created_at","total_interactions_count"
"35",1568,"However the Bible does say there will be terrible conflict in Israel during the end times. That is why the time period is known as the Tribulation the Great Tribulation and the time of Jacobs trouble Jeremiah 307. Here is what the Bible says about Israel in the end",4,"0","",7,0
"36",1569,"Netanyahu vows to avenge attack by Hamas as conflict escalates across region",4,"1","",7,0
"37",1606,"How does the ongoing conflict in Israel affect the stability of Bitcoin?",4,"0","",7,0
"38",1698,"It is not a conflict it is occupation genocide and mass destruction that israel does. You would rather support big terrorists that do genocide just because they are strong than people that suffer because they are weak. SHAME ON YOU.",4,"-1","",7,0
"39",1738,"MOMENTS AGO Hamas fired a barrage of rockets from Gaza into Tel Aviv. Hamas is targeting civilians. Israel is targeting terrorists. That's the difference.",4,"1","",7,19328
"40",1745,"Israel Minister of Defense Yoav Gallant Fifteen years ago as Head of the Southern Command I came close to 'breaking the neck' destroying of Hamas. I was stopped by the political echelon. This phenomenon will not continue. We will change reality on the ground in Gaza for the",4,"1","",7,20318
"41",1761,"Has the Biden regime blamed the Hamas attack on global warming yet?",4,"1","",7,17180
"42",1787,"Torontonians come out in support of Hamas.",4,"-1","",7,5137
"43",1816,"CCTV cameras record the moment a Hamas missile lands in Netivot Israel.",4,"1","",7,5469
"44",1866,"Time to admit the US pivoting from the Middle East has been a mistake. Instead of being a world leader US has been looking for shortterm wins instead of policies to support longterm peace  stability. Israel attacked by Hamas NE Syria attacked by Turkey. Nearby",4,"0","",7,558
"45",1867,"Hamas is in bed with Putin Netanyahu is in bed with Putin The GQP is in bed with Puti n But yea everyone points the finer at Biden a democrate Stay focused. This is a distraction from war games being orchestrated by Putin",4,"0","",7,572
"46",1885,"Brad is right. The only way to solve this is to cripple Hamas leadership and destroy their fighters for the savages they are. No mercy.",4,NA,"The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766",7,489
"47",1886,"Hamas says that its operation is a response to Israeli 'attacks' on the AlAqsacompound on Temple Mount in Jerusalem. There have however been nomajor disturbances there in recent days. More likely Hamass attack is part of a direct challenge for leadership of the",4,"1","",7,317
"48",1905,"Thread Online misinformation is rampant following the escalation of violence between Israel and Hamas today. This video of a tower block in Gaza being hit by a missile is from May 2021 not today. It was captured live during a BBC Arabic broadcast at the time.",4,"0","",7,19090
"49",1919,"BREAKING Israel decides to cut electricity supply to Gaza",4,"0","",7,32161
"50",1962,"IDF soldiers on their way to the Gaza Strip.",4,"0","",7,6962
"51",1970,"The bombing north south west and east of my house Gaza Under Attack",4,"-1","",7,1595
"52",2009,"Up to 50 Israelis who were being held hostage by Hamas have been freed according to an Israel Defense Forces spokesperson. Officials still believe hostages are being held in Gaza but an exact number hasn't been released. Follow live updates",4,"0","",7,546
"53",2020,"BREAKING Another series of huge explosions in the heart of Gaza city! At least 20 strikes and fears of another massacre is looming!! Gaza",4,"-1","",7,253
"54",2062,"Palestinians in Gaza tried the nonviolent route even after decades of being killed and occupied. They organized the Great March of Return peacefully went to the fence with the plea Let us go. What was the Israeli response? To shoot and kill like 20 year old nurse Rouzan",4,"-1","",7,48094
"55",2065,"BREAKING PALESTINIAN JOURNALIST ASSASSINATED BY ISRAELI FORCES Mohammed alSalhi a Palestinian journalist was reportedly killed by Israeli forces while covering the events near the fence separating the eastern areas of the Gaza Strip from the 1948occupied territories",4,"-1","",7,34634
"56",2093,"As I sit at home in Tel Aviv fearing for my family and friends I know that this has also been the reality for Palestinians especially in Gaza for decades. One of fear and being defenseless and a brutal enemy who has no problem killing civilians entire families even",4,"1","",7,14421
"57",2114,"Hamas kidnapped an elderly Jewish woman from the south of Israel and took her into the Gaza Strip. Dont look away.",4,"1","",7,9492
"58",2170,"bella hadid being one of the only celebrities to actively speak up about palestine  devastating",4,"-1","",7,72608
"59",2208,"palestinians have been oppressed since 1948 but once they try to resist suddenly everyone has empathy and wants to stand with isrel? just disgusted. may we see palestine as a free country praying for everyone there",4,"-1","",7,9925
"60",2234,"From the river to the sea Palestine will be free",4,"-1","",7,6821
"61",2249,"Palestine is not just an issue for Arabs or Muslims it is an issue and bastion of freedom.  Kim Jong Un",4,"-1","",7,7946
"62",2251,"Media Coverage Palestine's Ambassador to the UK Husam Zomlot on AlAqsa Flood operation My people see this everyday every single day. Palestinians are targeted killed arrested arrounded their land is confiscated their holy places are desecrated not only Muslims but",4,"-1","",7,3796
"63",2269,"I may be the first to say this but not the first to think it. What we're witnessing in Israel and Palestine is what we are destined for in the UK if we don't stop the invasion of our country by God knows who arriving daily.Then being distributed throughout the country.",4,"0","",7,5531
"64",2287,"A very long line of Israeli tanks is heading south. The start of a ground invasion of Gaza is just a matter of time Israel Hamas Palestine Palestinian IronDome Gaza TelAviv",4,NA,"The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766",7,4453
"65",2295,"Arent you ashamed because of your Palestine brothers today ?",4,"1","",7,3260
"66",2323,"May Allah aid and protect our brothers and sisters in Palestine",4,"-1","",7,4526
"67",2359,"Losing followers after tweeting support of Palestine. Keep it going.",4,"-1","",7,2146
"68",2371,"She was a fucking civilian captured during the assault on the music festival that was for solidarity with Palestine. Literally proPalestinian not even a zionist and they spit on her corpse as they paraded it around.",4,NA,"The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766",7,1885
"69",2393,"Academics in the area of border studies you cannot teach about displacement dispossession suffering resistance decolonization and abolition without Palestine. You can't be for Abolish ICEantiborder violence or anticarceral without supporting freedom for Palestinians",4,"-1","",7,1798
"70",2397,"They showing their true faces... Free Palestine",4,"-1","",7,8962
"71",2447,"TRIGGER ALERT This mother and her two young children were kidnapped and taken hostage by Hamas. They are currently being held by Hamas terrorists. Their family asked to share their photos. Please help us amplify their request.",4,NA,"The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766",8,29056
"72",2460,"The vast majority of the people of Europe do not support the brutal Apartheid State of Israel  The vast majority of the people of Europe support the people of Palestine who have been Persecuted  Terrorised by Israel for so many years  If only the EU was a real democracy...",4,"-1","",8,35053
"73",2477,"The Palestinian view from the West Bank my conversation with Palestinian activist and legislator  who is not connected to Hamas about the terrorist groups offensive in southern Israel",4,"1","",8,25769
"74",2480,"Hamas uses the EXACT lanugage as BLM. Watch closelythey are funded by some of the same groups they have many of the same complaintthey even protest together. What Hamas did to Israel is being watched closely by BLM race arsonists in America. Playing into victim narratives",4,NA,"The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766",8,28292
"75",2502,"I woke up this morning with some disturbing news out of Israel that Hamas are kidnapping children putting them in cages killing women killing the elderly. Thats some coward st. Thats cowardly. And for all yall Black Live Matter supporters who aint saying nothing",4,"1","",8,47909
"76",2504,"Thanks to a nearbroken confirmation process the US does not have a U.S. Ambassador in  Israel  Egypt  Lebanon  Oman  Kuwait  No confirmed top USAID official for the Middle East for nearly 3 years No State Department Coordinator for Counterterrorism for nearly 2 years",4,"0","",8,21376
"77",2512,". onjust asked the key question behind US moral relativism Why is the US supporting Ukraine fighting against Russias occupationyet supports Israels occupationethnic subjugation of Palestinians for the last 57 years?",4,"-1","",8,19833
"78",2513,"Yes  this is truly barbaric. Its a picture of Palestinians in Gaza being bombed from the sky by Israel. Nice propaganda that you refuse to delete even after being called out.",4,"-1","",8,31257
"79",2527,"her wife is literally older than israel",4,"-1","",8,81482
"80",2529,"Bidens weakness invited the attack. Bidens negotiation funded the attack. Biden admin wanted Israel to stand down after the attack. At this point Biden is complicit.",4,"1","",8,34110
"81",2544,"This weekend several Americans were killed in Israel and several more are still being held hostage by Hamas. Today Joe Biden called a lid at 1134am and is having a barbecue.",4,"1","",8,14541
"82",2545,"The United States funded a war against its number one ally Israel. They did it through Iran a regime that is not only an avowed enemy of this country it is also the number one state sponsor of terrorism in the world  has been for decades. Iran through its proxy Hamas",4,"1","",8,17869
"83",2553,"The declaration of war by Israel the occupying Power on a civilian population it has been illegally and forcibly occupying and oppressing for decades is a continuation of its record of criminality and impunity. This is reinforced and affirmed by Israeli officials who have",4,"-1","",8,17977
"84",2662,"In a massive blow to Propaganda information Israel has destroyed AlWatan Tower in Gaza. The building was a hub for several international media outlets including Al Jazeera Associated Press  other Pro Palestine media",4,"-1","",8,13620
"85",2679,"Truly depraved to use an image of Palestinian children being bombed to say Israel is under attack.",4,"-1","",8,19512
"86",2681,"Is EUsupport for the Massacre of Palestinians by the Apartheid State of Israel part of our commitment to the 'International Rules based Order'...? Our Rules our Order...",4,NA,"The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766",8,8395
"87",2693,"Trump showed a secret Iran attack document from General Milley at Bedminster that he surely had shared w others like Russia. Now Iran starts a war w its Hamas proxy. Israel will need US help to destroy targets in Iran and protect from a Hezbollah rocket barrage. Iran probably",4,"1","",8,9963
"88",2701,"when after decades of mass killing torture and brutalization the Palestinian people organized the peaceful Great March of Return Israel responded by shooting and killing them indiscriminately. This was Norman Finkelstein's impassioned response to that act of mass murder",4,NA,"The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766",8,9975
"89",2743,"The brave troops of elite Waffen RSS Division Das NagpuReich getting ready to intervene in IsraelPalestine conflict to bring peace. They have already shown their tremendous power in expelling Chinese from Indian territory and bringing peace to Manipur. Sieg Heil mein Fhrer!",4,NA,"The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766",8,3349
"90",2759,"Thug harasses and slaps an elderly woman. Conflict is omnipresent with some groups.",4,"0","",8,2159
"91",2774,"I'm so disgusted how accusation of rape  violence against women is weaponized in conflict media. The historical reality of sexual assault in war is a well known phenomenon perpetrated by every army you could think of. But the assertion that certain kinds of people do it..",4,"0","",8,3885
"92",2779,"many people are asking what does Youtuber Shoe0nhead think of the Israel Palestine conflict? the question on everyones mind. and folks let me tell you as someone with years of experience in war gamergate i",4,"0","",8,19998
"93",2810,"The human cost of the IsraeliPalestinian Conflict deathsinjuries documented by the UN Isreal  Israel  Jerusalem  Gaza  Hamas Palestine  Iran  2008 Palestine  3202 Israel  853 2009 Palestine  7460 Israel  123 2010 Palestine  1659",4,"0","",8,1734
"94",2820,"BREAKING Israel halts electricity fuel and goods to Gaza. We are on the brink of an extended challenging conflict says Prime Minister . Read more",4,"0","",8,1134
"95",2826,"Propagandist Margarita Simonyan's husband Tigran Keosayan said on Russian media that any conflict in the world is now beneficial to us.",4,"0","",8,998
"96",2876,"This video is truly eyeopening not for clickbait but for its stark portrayal. It encapsulates 99 of the IsraeliPalestinian conflict. Presented by Ambbarsdors it allows you to form your own conclusions and gain a clearer perspective on where you stand.",4,"0","",8,450
"97",2903,"The details coming out about massacre at the rave near Netivot are too much to take. In the 100 years of conflict between Israelis and Palestinians there have been few incidents like this. Deir Yassin and Hebron massacres come closest. Its a war crime of the very highest order",4,NA,"The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766",8,518
"98",2904,"In this thread I will illustrate how theres a direct pipeline from GamerGate to the IsraelPalestine conflict. Although initially appearing to be two completely unrelated events a closer observation shows a close relationship between 4chan trolls and 165",4,"0","",8,1175
"99",2909,"Defference between the stand of Educated BJP leader late Atal Bihari Vajpayee and Present leader Narendra Modi on Israel  Palestine Conflict.",4,"0","",8,221
"100",2915,"This is a moment to mourn the horrific loss of innocent life to condemn and act against terror and to work for the resolution of an endless conflict. Tim Scott has decided that its instead the time to nurture his pathetic ambitions by spreading lies  stoking fires right here",4,"0","",8,576
"101",2933,"Somali civil war in South Africa. A people who've never tasted democracy all their lives who only know conflict  chaos are turning our country into the same sh!thole they ran away from. PutSouthAfricansFirst OperationDudula Mbalula Mantashe SANDF fakeGobela Uyajola99",4,NA,"The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766",8,176
"102",3014,"It's essential that the current conflict be framed not in the context of malign leadership but in the context of ordinary people in Israel and in Gaza who are being harmed. Targeting civiliansIsraelis or Palestiniansis a war crime. Full stop.",4,"0","",8,164
"103",3016,"They chose to testify to Avvenirethe forgotten suffering of the region because Pope Francis was the only one to call for peace in the two years of conflict from November 2020 to November 2022.",4,"0","",8,55
"104",3023,"Whatever you feel about this conflict  this is shocking timing.",4,"0","",8,263
"105",3032,"I see a lot of Amharas taking sides on the IsraeliPalestine issue whatever you think is right or wrong regarding that conflict it is best to keep posts stating your opinions to a minimum as to not associate Amhara activsm to any side in a tumultuous conflict just my opinion.",4,"0","",8,162
"106",3045,"Turkey cynically exploiting the worlds shifting attention to the HamasIsrael conflict to wreck more havoc on the civilian infrastructure and defenseless population in NE Syria.",4,"0","",8,111
"107",3060,"Hamas hunted people down door to door. Thats what AOC and the Squad want those gangs and terrorists who came in through the border to do. Know what youre up against.",4,NA,"The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766",8,15264
"108",3194,"Jeepers! On TVNZ this morning Chloe Swarbrick actually said the massacre in Israel by Hamas needs to be seen in the broader context and then added that she thought Nanaia Mahuta had done a phenomenal job as Minister of Foreign Affairs.",4,"1","",8,355
"109",3255,"Not promoting American military officials caused hamas to attack Israel??? That's certainly an interesting take.",4,"1","",8,316
"110",3259,"Since you asked we openly denounce all acts of terrorism. However to deem Palestine and Hamas synonymous and to disregard the role the Israeli government has played in oppressing bombing and torturing innocent civilians for decades is ignorance.",4,"-1","",8,228
"111",3267,"The Iranian Islamic Revolutionary Guard Corps reportedly helped plan Hamas attacks on Israel during a series of meetings in Beirut senior leaders for the militant group said.",4,"0","",8,42
"112",3282,"Total of 100000 reservists mobilized in southern Israel to carry out the mission to retaliate against Hamas which will no longer be able to govern the Gaza Strip says IDF spokesman Jonathan Conricus. We're in for a long difficult and gruesome task.",4,"1","",8,28
"113",3306,"Iran helped plan Hamas attack on Israel that killed at least 700 and gave the green light for the assault at a meeting in Beirut last Monday Islamic Revolutionary Guards devised land ai... via",4,"1","",8,48
"114",3346,"It is horrific to see innocent civilians killed and held hostage and there is no justification for it. We pray for their safety as we pray for the safety of the innocent people of Gaza who are being bombarded and besieged the American actor Mark Ruffalo said.",4,"-1","",8,17448
"115",3388,"JUST IN Hamas has announced their intent to target Tel Avivs International Airport as over 150 rockets have just been launched from the Gaza Strip. Israels Iron Dome missile defense batteries have been VERY effective intercepting and destroying enemy rockets but some",4,"0","",8,7745
"116",3392,"Media coverage While the Israeli army claims to have struck targets for Hamas in Gaza the occupation fighter jets are bombing innocent children mosques schools commercial Towers and civilian houses. These are Israel's bank of targets! GazaUnderAttack",4,"-1","",8,3131
"117",3424,"Listen to Saurabh Shahi an expert on Middle east  lsraeI has broken every Peace deal since 1948.  Palestine's attak on lsraeI did not happen all of sudden.  This attak came after repeated kiIIings  trtures of Palestinians by lsraeI  IsraeI itself have broken all the",4,"-1","",8,11676
"118",3445,"The Federal Republic Of Nigeria stands with Palestine.",4,"-1","",8,16443
"119",3466,"At the pro Palestinepro Hamas rallywhich is currently underway in Ottawa. Maybe about 200 people here. Some holding the Palestinianflag some holding the communist party of Canada flag chanting Free Free Palestine From the river to the sea Palestine will be free and",4,"-1","",8,4737
"120",3519,"Israeli children kidnapped by Hamas are being kept in cages. Their captors taunt and laugh at them. Israel Hamas Palestine Palestinian IronDome Gaza TelAviv",4,NA,"The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766",8,2175
"121",3546,"If you support Palestine after what they did you are a terrorist empathizer who supports the murder and rape of innocent people. And youre also a vile human.",4,NA,"The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766",8,3513
"122",3561,"If you think Hamas is Palestines military you do not know enough to be making statements on the subject",4,"-1","",8,8126
"123",3564,"HAPPENING NOW Thousands in New York City march for Palestine! End all U.S. aid to apartheid Israel!",4,NA,"The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766",8,2053
"124",3588,"Israel and Gaza are not two countries at war. Gaza is a territory under siege where every aspect of life is controlled by Israel. Palestinians didnt break through a border to enter Israel. They destroyed a fence separating them from the homes they were forced out of.",4,"-1","",9,122047
"125",3608,"Half the population of Gaza is children. Israel flattening entire city blocks right now. You are delusional if you believe these strikes are only against Hamas.",4,"-1","",9,82087
"126",3621,"there is zero evidence that any Israeli has been raped but conservatives and liberals have willed it into existence by merely saying it over and over again. Meanwhile Israel systematically rapes Palestinian girls women and men but of course this is carefully erased from view",4,NA,"The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766",9,40830
"127",3623,"Itai  Hadas Berdichevsky both 30 years old bravely shielded their 10monthold twins in a shelter as terrorists invaded their home in Kfar Gaza a Kibbutz in southern Israel. Despite their efforts to defend they tragically lost their lives. Their babies remained",4,"1","",9,30847
"128",3640,"Pick a side? I side with the people. Civilians. All of them. I've been to Israel. My father lives there in Jerusalem. I'm half Palestinian. But I have numerous amazing lovely Jewish friends. My doctor is Jewish. The news once again isn't giving you the whole truth. The",4,"0","",9,37804
"129",3651,"the level of disinformation on israelhamas war being algorithmically promoted on twitter is unlike anything ive ever been exposed to in my career as a political scientist.",4,"0","",9,33604
"130",3657,"This is very frightening. Support for the barbarous actions in Israel on the streets of London tonight.",4,"-1","",9,31559
"131",3671,"So youre telling me the White House can have a display of pride flags up for a month but cannot pledge support for Israel by hanging their flag??!!!",4,"1","",9,26176
"132",3695,"These two little girls Aviv 3 and her sister Raz 5 were taken from their grandparents home yesterday by armed Palestinian gunman in Nir Oz Israel. As the kidnapping unfolded their mother who is also missing called her husband saying that there were terrorists inside the",4,NA,"The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766",9,18552
"133",3702,"Israel just bombed Gaza's main Telecommunications Company PalTel causing internet  its building has ZERO connection to Hamas or any other groups Deliberately targeting civilian infrastructure is a War Crime!",4,"-1","",9,14823
"134",3744,"Russia invaded Ukraine Hamas invaded Israel China may soon invade Taiwan And those are just the major international conflicts we know about today Joe Bidens feckless regime is bringing deadly chaos to a world that was far more stable and safe under President Trump",4,"1","",9,18056
"135",3750,"One of our greatest allies Israel has been attacked by terrorists funded by Iranwith over 800 Israelis murdered and 2000 injured. The scenes of brutality are hard to watch. Innocent men women children and the elderly. And we learned this morning that among these victims",4,"1","",9,31650
"136",3751,"In today's vatniksoup I'll provide my predictions on what will happen next 1 Russia will promote themselves as mediator in the IsraelPalestine conflict and also start spreading propaganda about how they've wanted peace in Ukraine but the West has prevented this. 16",4,"0","",9,17918
"137",3789,"The house needs to immediately expel Tlaib Omar AOC Pressley For their stance on Israel. Who agrees?",4,"1","",9,15963
"138",3797,"The sudden attack on the Israel is very painful. Even women and children were not spared. I express my deepest condolences to the bereaved families and stand firmly with the people ofto end the terrorism. IStandWithHumanity",4,"1","",9,22744
"139",3799,"The United States must stand with Israel in the face of this terror attack by the Islamist terrorist group Hamas. This is just the latest example of the greater war being waged by both Sunni and Shia Islamist jihadists throughout the world. This should be a wakeup call to leaders",4,"1","",9,21951
"140",3806,"Never forget that while Israel was slaughtering an average of 11 kids per day in Gaza in the summer of 2014 this absolute monster restocked its bombs so it could continue the massacre. He belongs in a jail cell forever.",4,NA,"The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766",9,13913
"141",3829,"good work Israel. Destroy the terrorists",4,NA,"The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766",9,17376
"142",3836,"Agreed.continues to imperil the readiness of our military and now we watch our ally Israel attacked by Hamas and this fool says he wont back down? Republicans and Democrats change the rulesto address this kind of idiocy head on!",4,"1","",9,13637
"143",3853,"In 2002 the Arab League offered Israel full normalization in return for Israel's withdrawal from the Occupied Territories the creation of a Palestinian state there and just resolution to the refugee issue. Iran endorsed it",4,"0","",9,8313
"144",3863,"BREAKING Republican 2024 presidential candidate Donald Trump launches a dangerous vile and racist attack against President Obama over the Hammas attacks against Israel. On Truth Social today Trump posted The same people that raided Israel are pouring into our once",4,"1","",9,9373
"145",3872,"Yesterday while American hostages were being kidnapped and killed by Hamas terrorists the President of the United States hosted a BBQ at the White House for his staff. A staff that works so hard it took them nearly 8 hours to release a statement after Israel was invaded and",4,"1","",9,11870
"146",3885,"Islamist group Hamas Yet no one writes the Jewish Israeli Military even though in the whole equation Israel is the only actor pushing for an ethnocentric reality by religious supremacy.",4,"-1","",9,9577
