"🇮🇱 Israel’s Digital Spokesperson @HananyaNaftali, who yesterday admitted in a since-DELETED post that Israel bombed the hospital, is now sharing videos from 2022 claiming that it is VIDEO PROOF Hamas bombed their own hospital yesterday!
 

 Thank God our enemies are this stupid! https://t.co/vwEWWjqoFR",-1
"🇮🇱 So @Israel claims they somehow managed to immediately intercept audio of Hamas communications during the bombing of the hospital…
 

 🇮🇱 But they couldn’t manage to intercept Hamas communications during the YEARS of planning that led to Israel’s invasion?
 

 They are LYING to you!",-1
"“F*** Israel and any Jew who supports Israel.”
 

 Hamas? Iran? Nope! It’s the Biden Administration.
 

 Biden’s DHS has hired former PLO spokeswoman Nejwa Ali to work as an Adjudication Officer for the U.S. Customs and Immigration Service — the job that decides who gets let into… https://t.co/bVx3ULIcGo",-1
"Anyone who has a brain knows why you’re seeing all these mass demonstrations in support of #Palestinian cause, but no large rallies in support of the colonial-settler ethno-state known as Israel. Unlike many ignorant Americans spoon-fed one liners like “Hamas!”, these people…",-1
"🇮🇱 Israel claims to just be fighting Hamas…
 

 🇮🇱 But they are blowing up civilian buildings &amp; targeting families. https://t.co/jCiqS4thIP",-1
"🇮🇱 Israel is now claiming that the “Hamas missile that blew up the Gaza Hospital” was fired from two separate locations.
 

 🇮🇱 It can’t be both, so which one is it?
 

 @Israel you are terrible at lying! We all know you did this. https://t.co/oz8i0mRK5c",-1
Hamas supporters have stormed the Capital - this is an insurrection. Where is the FBI? Where is Christopher Wray? Where is the equal justice?,-1
"Two 10 year olds are among the dead. 
 

 Hamas isn't in the West Bank, so whats the excuse?",-1
"Hamas offered to hand over another two hostages, with no strings attached, and Israel said 'no'
 

 It's evident the Israelis couldn't care less. They will use anything as an excuse to bomb Gaza",-1
"🇮🇱 @Israel Here’s what doesn’t “add up” for me:
 

 1. An Israeli fighter jet was spotted OVER the hospital when it got bombed
 2. Hamas’ rockets were firing in the OPPOSITE direction of the hospital
 

 It does “add up” that you’re screaming these lies at the top of your lungs though.",-1
"Have you ever heard of Hamas or Hezbollah asking YouTube and Facebook to remove videos they don't like?
 

 Israel are so insecure, and aware that their own behavior is criminal, that they censor journalists and critics all over the world— and then pretend they're a democracy. Lmao",-1
Btw there is no Hamas in the West Bank. So they cannot even use that as an excuse,-1
"🇮🇱 Britain’s Channel 4 News DEBUNKS ISRAEL’s fake claim that Hamas bombed the Gaza Baptist Hospital.
 

 Someone is going to lose their job for telling this dark truth!
 

  https://t.co/6ZEypms0cz",-1
"Enough! #TurnOnTheWater! This is unacceptable.
 

 Israel-Hamas war live: lack of water in Gaza ‘a health crisis on the brink of explosion’, says charity
 https://t.co/cIqeg7MOQp",-1
"🇮🇱 Ben, you LIED this week claiming Hamas beheaded babies &amp; blew up their own hospital.
 

 You should be fired from the Daily Wire for your propaganda!",-1
"The US government has failed to equate Hamas with ISIS, so they have moved on to equating Hamas with Putin. This of course will fail once more, but it says something major: they can only demonize Palestinian armed resistance if it’s tied to something that is already frowned upon.",-1
"Hamas military wing:
 

 “We informed the Qataris yesterday evening that we would release the following Israeli civilian captives 
 

 Nurit Yitzhak ID. 001145416
 Yocheved Lifshitz ID. 005236955
 

 for compelling humanitarian reasons and for nothing in return. Israeli gov refused https://t.co/1dKVBlZ6K2",-1
"there are white therapists are saying they won’t see people who support palestine, saying these children are paying the price for hamas. therapists. 
 

 the people who survive this will be traumatized the rest of their lives. the mental health field has a white supremacy problem.",-1
"🇵🇸🇮🇱 HAMAS STATEMENT ON CHURCH BOMBING:
 

 “The Israeli occupation’s bombing of the Gaza church is another crime against religious places and defenseless civilians.
 

 The Zionist crimes continue to expand, with the latest of which was targeting the ancient Greek Orthodox Church of… https://t.co/eRDIzILY44",-1
"Israeli Police threaten press live on air to say:
 

 Reporter: 
 I am reporting what Israel Military is doing.
 

 Police:
 You better be saying good things, and all these Hamas should be slaughtered!
 Am I clear?
 

 Reporter to News Desk:
 The Israeli Police are monitoring what we are… https://t.co/UPpRJPeUWC",-1
You guys are right. Israel would never bomb a hospital. It’s not like five days ago they hit a children’s hospital in Gaza with white phosphorous or anything. Israel issued those evacuation orders to 22 hospitals in the past week because they were worried Hamas would bomb them.,-1
"The students at Harvard University stand in solidarity with #Gaza and its people🇦🇪
 

 #IStandWithPalestinians
 #PalestineGenocide #IsraelGazaWar #IsraelTerorrist #غزة_تحت_الركام #Iran Arab #مجزرة_مستشفى_المعمداني #IsraelAttack #Hamas 
 #PalestineWillBeFree
 https://t.co/mgpr56HUWq",-1
"🇮🇱 Israeli TERROR BOMBING completely destroys this civilian’s home. 
 

 🇮🇱 Remember when they claimed they were “fighting Hamas?” https://t.co/LJKU0ldJ2u",-1
"This level of bombardment is insane by any standard!
 

 Israel is now flattening Tal Al-Hawa; one of Gaza's affluent areas with most high-rise residential buildings &amp; least Hamas presence.
 

 Israel has now destroyed over 121,000 housing units (partially &amp; completely). https://t.co/slgC7tb2bv",-1
"🇵🇸🇮🇱 HAMAS STATEMENT:
 

 “In accordance with Hamas’s commitment with all mediators, particularly our fellow brothers in Egypt, Qatar, and various other countries with whom we maintain cordial relations, a female and her daughter, both possessing American citizenship, were released… https://t.co/eslW5N32l1",-1
"If this is all Hamas' fault, can someone explain to me why Palestinians in the West Bank - which is not ruled by Hamas - are still under Israeli occupation and being killed on a daily basis?",-1
"Sarah Silverman’s claim: if Hamas didn’t spend billion of dollars on terrorism they would be able to build the infrastructure to support themselves. 
 

 Here’s how that’s absolute horseshit: https://t.co/fuJTRmEUCi",-1
"Meet the former PLO spokeswoman now working at the Department of Homeland Security assessing asylum claims. 
 

 Her response to Hamas terrorism: ""Fuck Israel, the government, and its military. Are you ready for your downfall?""
 

 And she's still employed.
 https://t.co/eq3NIS42Zg",-1
"BREAKING: ABC News reports that Israel's Economy Minister says hostages and civilian casualties will be secondary to the priority of destroying Hamas, adding that its tunnel network will become the 'world’s biggest cemetery'.",-1
We’re hearing calls for Hamas to release all their hostages (read: sacrifice leverage for nothing) from people who have not once called for “Israel” to release the hundreds of Palestinian children and thousands of others currently imprisoned without charge. Shameful hypocrisy.,-1
"🇵🇸🇮🇱🚨‼️ Westbank, there is no Hamas there …
 

 Cold blooded … https://t.co/VuoF5PSwOh",-1
This video explains why you should support Hamas. https://t.co/PzySw5ZEKo,-1
"zionists are constantly posting about how alone they feel/no one cares about israel/everyone is defending hamas, but our government gives billions to israel every year and people who are posting in support of palestine are getting fired from their jobs and visited by the FBI",-1
"False! Mistranslated quote from ""they're saying"" to ""we're saying"". He's describing a RUMOUR not evidence
 

 These are NOT ""Hamas operatives"" unless Israel provides their full names!
 

 I reported on Hamas for a decade &amp; lived in Gaza most of my life, that's NOT how they talk at all! https://t.co/a7YrrECLPJ",-1
There is no Hamas here. So what’s the excuse?,-1
"My favorite kooky conspiracy theory is the one where Hamas spent two years coordinating and training for an attack of unprecedented scale and sophistication involving motorboats, drones and motorized paragliders in an enclosed area the size of Philadelphia which also happens to…",-1
Israeli military bulldozers are destroying the streets right now in the Nour Shams refugee camp in the northern occupied West Bank (Note there is no Hamas in the West Bank) #Gazagenocide https://t.co/f5xXNHYnPa,-1
"🚨BREAKING: Marco Rubio’s resolution calling on the President to enforce the law and revoke visas and deport Foreign Nationals who support Hamas, was BLOCKED by a Senate Democrat. 
 

 Marco Rubio released the following statement on his X account:  
 

 I just tried to pass my… https://t.co/ol0sDhPAr5",-1
"🚨BREAKING: HAMAS SAYS ISRAEL DECLINED TO RECEIVE HOSTAGES
 

 Hamas said they intended to release two more hostages for ""humanitarian reasons,"" but Israel declined to receive them.
 

 Source: Spokesperson Abu Ubaida, through Qatar, reported by Reuters https://t.co/wYmmG4GbM5",-1
"الوضع بشع في غزة، نفاذ الوقود من المستشفيات يجعل الأطباء يقومون بالعمليات الجراحية على إضاءة الهواتف. 
 

 The situation is horrific in Gaza. Hospitals are running out of fuel, forcing doctors to perform surgeries on phones light.
 

 #Gaza_Genocide #Israel #Hamas #Gaza https://t.co/f4tLJKgVJY",-1
"Prime Minister of Malaysia: “We will not condemn Hamas, and our relationship will continue” Malaysia 🇲🇾 🤝 🇵🇸 https://t.co/FDJuSkBWCH",-1
"Notice Biden says Hamas and Russia are 'undermining democracy' and this is the same exact line he uses for Trump supporters
 

 That is not an accident",-1
"Things people call you when they don’t want to debate your actual arguments 
 

 Antisemite 
 

 Terrorist sympathizer 
 

 Jew hater 
 

 Nazi 
 

 Hamas 
 

 Racist 
 

 Traitor",-1
"A CNN reporter, a BBC reporter, and an Israeli commando are captured by Hamas in Gaza.
 

 The leader of the terrorists told them that he would grant them each one last request before they were beheaded.
 

 The CNN Reporter said, ""Well, I’m an American, so I’d like one last hamburger…",-1
"This is the horrible &amp; horrifying moment the IOF shoots &amp; executes 16-year-old Taha Mahameed in the Nour Shams Refugee Camp in the West Bank.
 

 The IOF is waging a secondary campaign of genocide against the Palestinians in the West Bank - Where Hamas has NO control. https://t.co/hteGkXQArP",-1
"At 🇺🇳:
 

 🇺🇸🇬🇧: condemn Hamas by name
 🇧🇷:ok
 🇺🇸🇬🇧: and call it a humanitarian ceasefire, not an immediate one
 🇧🇷:ok
 🇺🇸🇬🇧: and don’t mention 🇮🇱
 🇧🇷:ok
 🇺🇸🇬🇧: you know what? Call it a “pause” not a “ceasefire”
 🇧🇷:ok, vote?
 🇺🇸:VETO
 🇬🇧:ABSTAIN
 🇧🇷: ?!
 🇺🇸🇬🇧:you didn’t say self defence
 🇧🇷:🤯",-1
"That audio recording of Hamas operatives supposedly saying it was a misfired rocket from Islamic Jihad?
 

 The Israeli state faked it.",-1
"“do you condemn hamas or not?”
 do YOU condemn israel or not? because i DO condemn an illegal settler who's trying to erase the ethnic palestinians. i DO condemn a pathetic excuse of a faux state who is bombing hospitals, mosques, churches. history will never ever forgive you.",-1
"Netanyahu's advisor is sharing AI-generated images of Hamas leaders living luxuriously. 
 

 This is all they've got.",-1
"Of course, Hamas carried out brutal atrocities against Israeli civilians to lure Israel into a protracted conflict in Gaza, with hopes of sparking a large war. Israeli &amp; American officials understand their strategy. 1/THREAD",-1
So Hamas tried to release two more of the hostages on humanitarian grounds and Netanyahu REFUSED!,-1
"Hamas have released two American hostages, a mother and a daughter, as a gesture of goodwill.
 

 This is the 2nd time Hamas do this.
 

 When will Israel release the 1000+ Palestinians in administrative detention— kidnapped, imprisoned indefinitely and *not even allowed to know why*?",-1
"Another target where people had gathered for shelter. Not sure how anyone can frame targeting medical facilities, churches, UN schools and mosques as a legitimate response to the Hamas attack. But I'm not a US Congressman.",-1
"“While the world's attention is drawn to the unfolding disaster in Gaza, Israeli settlers are taking advantage by entering villages and expelling, and even killing, Palestinian civilians”. The world should be ashamed. Hamas not to blame here. https://t.co/4e0LkIMazh",-1
What's important here is not just that Biden is claiming Hamas bombed the Ahli hospital but that he wants the world to know that the US is on Israel's side. The timing and tone of this message will cost the US far more than it will help Biden in elections:…,-1
Wow. My brother wrote to his local MP Jonathan Howell asking him to ask the UK Foreign Secretary to request that Israel uphold its responsibility under int'l law to protect Palestinian civilians. He responded saying there is no distinction between Palestinians and Hamas. https://t.co/997yfFgZ0T,-1
"a point that i fear is disappearing from the media narrative is that Hamas originally took those festival hostages in order to leverage for the release of all the Palestinians held indefinitely in Israeli prisons without trail, a proposal that Israel has repeatedly rejected since",-1
having a hard time understanding why the incredibly sophisticated and massively funded israeli army has struggled to stop hamas fighters who apparently recap their bombings on walkie talkie and walk around carrying files labeled “super secret plan to do murders”,-1
Marco Rubio to introduce legislation allowing deportation and cancelling of visas of people deemed to be Hamas supporters. Given that “Hamas supporter” has been defined broadly enough as anyone sympathetic to Palestinians you can see where this is going: https://t.co/cvSrU2D1nE,-1
"🇮🇱 If Israel is just fighting Hamas, why did they:
 

 🚨 Murder UN staff &amp; journalists
 🚨 Kill 30 students at UN school
 🚨 Disconnect electricity, water&amp; internet 2 million civilians
 🚨 Bomb a border crossing to block humanitarian aid
 🚨 Bomb Jordanian field hospital in Gaza",-1
"Hamas published yesterday an 18-minute long pre-recorded press conference in English about their side of the story.
 

 This has received zero media attention anywhere in the western press.
 

 So in the interest of full transparency, here is the entire press conference. https://t.co/Cd5SyYjImJ",-1
"🤬 Israel lied about how Hamas killed and beheaded 40 babies — everyone believes it and FREAKS OUT.
 

 🙃 30 Palestinian KIDS and 11 UN workers die in Gaza due to Israeli airstrikes — no one cares.",-1
"🇮🇱🇵🇸 Israel claims to be fighting Hamas but they have already:
 

 - Killed 10 journalists
 - Killed 2000 people in Gaza (many were women &amp; children)
 - Ordered people to evacuate to South Gaza then slaughtered them
 

 War crimes on all sides should be condemned.",-1
"🇵🇸🇮🇱 Hamas release a video with Israeli children with the caption:
 

 “Hamas fighters, showing compassion for children in the midst of the Kibbutz 'Holet' battles on day one of Operation Al-Aqsa Flood.” https://t.co/MdnYbpoRVR",-1
"want to remind y’all that gaza is 50% children. the civilians are mostly children. they are committing war crimes against children. 
 

 also, there is no military in gaza. most of the people in gaza have nothing to do with hamas. they are manipulating you into supporting genocide.",-1
Dying Gazans Criticized For Not Using Last Words To Condemn Hamas https://t.co/pshItr0uUS,-1
"This is Elizabeth El-Nakla. She is my mother-in-law. A retired nurse from Dundee, Scotland. She, like the vast majority of people in Gaza, has nothing to do with Hamas. She has been told to leave Gaza but, like the rest of the population, is trapped with nowhere to go. https://t.co/D3ZUtnEmyO",-1
"🇵🇸🇮🇱 HAMAS FULL STATEMENT:
 

 13 Oct. 2023
 

 Press release
 

 We adamantly reject to be expelled from our homes once again.
 

 We will resist Israel’s attempt to ethnically cleanse Gaza.
 

 Our unwavering determination is to resist Israel’s pursuit of ethnic cleansing in Gaza, firmly… https://t.co/vZDw9mZf3G",-1
"""You think the worst thing you can say about Hamas multiplied by a thousand times, and it still will not meet the Israeli repression, and killing, and dispossession of Palestinians."" said by a holocaust survivor himself.",-1
"Israel keep saying they're ""fighting Hamas"". So far Israel
 

 -Killed 10 journalists
 -Killed 2000 people in Gaza, most were women &amp; children
 -Ordered people to evacuate then slaughtered them
 

 I'm starting to think Israel's ""right to defend itself"" is an excuse to commit war crimes https://t.co/HuWYwpsSF1",-1
"This is collective punishment and a violation of international law.
 

 We cannot starve nearly a million children to death over the horrific actions of Hamas, whose disregard for Israeli, Palestinian, and human life overall could not be more clear.
 

 We must draw a line.",-1
"Palestinians in grave danger of mass ethnic cleansing warns UN expert @FranceskAlbs, urging the international community to mediate an immediate ceasefire between #Hamas &amp; #Israeli forces – “Time is of the essence.” #Gaza
 https://t.co/mItVLvgSbR https://t.co/sfvdSSmRBC",-1
"As the Israeli military wipes entire Palestinian families off of the public record, the Israeli regime is working tirelessly to equate Hamas to ISIS to justify genocide in people’s sick heads. This is the Iraq War all over again. The media has the bloodiest hands in all of this.",-1
"How do you starve two million people and still get mainstream media to portray you as a victim?
 

 We keep hearing Hamas are this and that — what does that make Israel? Blockading and bombing 2 million people? 
 

 Israel is a nasty bully and the media are complete garbage.",-1
"Crazy how last week Israel had no idea what Hamas was up to and this week they know every hospital, mosque and school Hamas is hiding in.",-1
"Israel is a genocidal state armed to the teeth with full backing from the United States and Europe. 
 

 Its actions in Gaza are not because of Hamas’ attack on the settlements. 
 

 That merely gave it a pretext to exterminate Gaza, which it has long sought to do.
 

 Zionism has entered…",-1
"Israeli Intelligence Suddenly Knows Exactly Where Hamas Is
 

 It’s interesting how last week Israel had no idea what Hamas was up to, and yet this week they know every mosque, school and hospital that Hamas is hiding in.
 

 When you live under an empire of lies you’ll be asked to…",-1
"NEW: A Stanford instructor reportedly told Jewish students to “identify themselves” and stand in the corner for a public shaming in response to the Hamas terror attacks on Israel.
 

 Hamas Harvard has competition.
 

 The instructor reportedly defended Hamas’ actions saying they were… https://t.co/4HSqglU4Ay",-1
🇮🇱🇵🇸 4 out of 5 Jewish Israelis believe that Netanyahu and his government are to blame for last week's Hamas attack. - The Jerusalem Post https://t.co/PFpAelJXOB,-1
"🇮🇱🇵🇸 Ben Shapiro claims Hamas is going to kill these children…
 

 Ben, why should anyone believe you after you lied about “Hamas beheading 40 Israeli babies” and you ignored Palestinian children being killed by Israel?",-1
"While Israel has to invent atrocities about Hamas beheading babies, they’re the ones throwing them out of incubators",-1
This woman and her children were released by Hamas. Her experience runs counter to everything mainstream media are saying. How odd.,-1
"Marc Lamont Hill gets an ex-Israeli official to admit Israel is starving Gaza's civilians in revenge for Hamas' attack – a clear war crime.
 

 This is what proper journalism looks like: interrogating power and holding it to account. You'll never see anything like it on the BBC https://t.co/4sffF51St4",-1
"We understand. #Hamas.
 Mar 1947, his #Sikh village in Rawalpindi was surrounded by Islamist mobs. To save honor of its women, all aged bw 10-40 were decapitated in front of his eyes. No woman squeaked. Just exhorted Waheguru before blade fell on neck.
 PS: #Jinnah remained silent. https://t.co/y4xKPqHUFq",-1
every israeli leader overnight started repeating the line “worse than isis” then these flags magically appear despite hamas hating isis. but they think americans are stupid and need simple analogies to give consent for genocide. they want u to think “palestinian = hamas = isis”,-1
"Maybe all the MILLIONS of people protesting for Palestine around the world aren’t “Hamas supporters”.
 

 Maybe they are against a GENOCIDE of 2 Million innocent civilians including 1 Million little children being slaughtered in cold blood in Gaza right now?",-1
"They're saying ""Hamas targets,"" but they're showing you entire city blocks reduced to rubble, where 500 Palestinian children have been killed. This is terrorism. The Israeli military's terrorism is the greatest killer of children in all of Palestine &amp; Israel combined.",-1
"In a new survey, 4 out of 5 Israeli Jews believe the government and Netanyahu are to blame for Hamas's attack last week (that includes 79% of the government's supporters). A majority of Israeli Jews want Netanyahu to resign at the end of the war: https://t.co/QPK6zwCVfr",-1
"Why it's almost as though all the water and power would be back on tomorrow if Hamas -- the government of Gaza -- turned over the children, women and men it is holding hostage. But you don't care about that, of course.",-1
"Hamas issued a statement right after Israel told Gazans to evacuate south, saying it's nothing but a strategy of Israeli [psychological] warfare.
 

 Guess what: The Palestinians who fled south were deliberately targeted in airstrikes.
 

 Hamas was right.",-1
"Biden officials knew that sending American tax dollars to Gaza would fund Hamas's terrorism.
 

 He did it anyway.
 

 The catastrophe now unfolding in Israel is the direct and predictable result of explicit policy choices made by Joe Biden.
 https://t.co/ZozP7vEzGR",-1
"🇮🇱🇵🇸 The Prime Minister’s office confirmed the claim that “40 babies were murdered and beheaded.”
 

 You repeated the lie that Hamas beheaded babies because that is a red-line for justifying all-out war against Palestine.
 

 You had no evidence and you lied because you’re a warpig.",-1
"Thousands are gathering for a pro-Palestinian march in central London.
 

 @SkyNewsAdele spoke to one of the protesters who says the ""root of this violence is the occupation"".
 

 Israel-Hamas war latest ➡️ https://t.co/5HylWXsPOL
 

 📺 Sky 501 and YouTube https://t.co/DZ1hxyrzEL",-1
"When the Ambassador begins to justify the suffering of Palestinians in Gaza by saying that they voted for Hamas, the video shows video of children walking. There hasn’t been an election in Gaza since 2006 and half of Gaza are children who cannot vote + weren’t even alive in 06’.",-1
"Neocon child actor @benshapiro has promoted an AI generated image he claimed showed an Israeli baby burned by Hamas militants
 

 Did Netanyahu’s office show similarly fabricated images to Joe Biden and Tony Blinken? https://t.co/Hq68JQQ6Yj",-1
"Lessons from Hamas’ attack on Israel: The fake ‘Genocide of Muslims’ narrative in India will be used to justify Genocide of Hindus as ‘language of oppressed’ 
 

 My article today. https://t.co/u7ux1DXknO",-1
"Israeli airstrikes have already killed far more people than Hamas did in their original attack. In the spirit of fairness, I suggest Gaza be allowed to turn off Israel’s water and power, and cut off their fuel, and be given Western permission to engage in unlimited bombing, and",-1
"Turns out the Hamas day of rage didn’t lead to terrorism across the U.S. and Europe. There were protests for Palestinian liberation and against genocide in Gaza. I hope people think about who wanted them terrified of terror that never came, while Israel does ethnic cleansing.",-1
"""It is right to condemn the continuing occupation of Palestine by Israeli military forces."" 
 

 Former Labour leader Jeremy Corbyn is speaking at a pro-Palestine demonstration in London.
 

 Israel-Hamas latest ➡️ https://t.co/5HylWXsPOL
 

 📺 Sky 501, Virgin 602 and YouTube https://t.co/14inFkC1y9",-1
"“All of us are Hamas” 
 

 - Student, University of North Carolina today https://t.co/2gDR0tKEKM",-1
"destroying hamas will make israel more safe. 
 

 destroying the lives of 2.3 million palestinians in gaza will make israel less safe. 
 

 protecting the lives of civilians is a matter of basic humanity. 
 

 it’s also in the self interest of israeli citizens.",-1
BREAKING: Hamas leader Ismail Haniyeh claims Israel is seeking to displace Palestinians from Gaza and has 'resorted to massacres' because its 'cowardly army' was unable to confront Hamas fighters,-1
"Why did Hamas attack Israel?  
 

 Facts to know.  
 

 The Israeli army drove over 700,000 Palestinians from their homes, stuffed 2 million in Gaza, surrounded them with a fence and army, literally made an open-air prison or a concentration camp.  
 

 The israeli control import, export,… https://t.co/lDiQ6m9DyF",-1
"🟡 SCOOP: MSNBC has quietly taken three of its Muslim broadcasters out of the anchor’s chair since Hamas’s attack on Israel last Saturday amid America’s wave of sympathy for Israeli terror victims, @maxwelltani reports. https://t.co/Y1po71CrKO",-1
"BREAKING: Donald Trump unleashes a disgusting Truth Social post blaming the Hamas terror attacks in Israel on Democrats for allegedly stealing the 2020 election.
 

 This is as low as it gets...
 

 Once again making the deaths and suffering of others all about himself, Trump claimed… https://t.co/hTn2vlL1fX",-1
"This is a monstrous crime. It's happening in plain view, with US support. Are those 1.1 million people responsible for Hamas' barbarism? May God forgive us.",-1
